ID|PSET|ALT_PRONOUNCE|PRONOUN|VERB|GENDER|SYLLABARY|PRONOUNCE|ENGLISH|INTRO NOTE|END NOTE|APP_FILE
485|||Ꮥ³Ꮧ²-|ᏍᏗ²³Ꭶ²||ᏕᏗᏍᏗᎦ|dé:di:sdǐ:gā|All of us recently ate long things|||dee3dii2sdii23ga2
486|||Ꮶ¹Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²Ꭶ͓Ꮩ²³ᏍᏙᏗ||ᏦᎩᎾᏓᎦᏙᏍᏙᏗ|jò:ginadaktǒ:sdóhdi|For him and me to look at each other|||joo1gi2na2da2ktoo23sdoh3di
487||de:ginadadu:lv:hv̌|Ꮥ²Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²Ꮪ²Ꮈ²Ꮂ²³Ꭲ||ᏕᎩᎾᏓᏚᎸᎲᎢ|de:ginadadu:lv:hv̌:ɂi|You and I wanted each other a while ago|||dee2gi2na2da2duu2lvv2hvv23-i
488|||Ꮨ̣²-|ᏍᏗ²³Ꭶ||ᏘᏍᏗᎦ|tisdǐ:ga|Let you eat long things|||ti2sdii23ga
489|||Ꮩ¹Ꮵ²-|ᏍᏗ²³Ꭶ²||ᏙᏥᏍᏗᎦ|dò:ji:sdǐ:gā|They and I recently ate long things|||doo1jii2sdii23ga2
490||dò:ginadadu:lv:hv̌|Ꮩ¹Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²Ꮪ²Ꮈ²Ꮂ²³Ꭲ||ᏙᎩᎾᏓᏚᎸᎲᎢ|dò:ginadadu:lv:hv̌:ɂi|He and I wanted each other a while ago|||doo1gi2na2da2duu2lvv2hvv23-i
491||dò:gv̌:yó|Ꮩ¹Ꭹ²-|Ꭵ²³ᏲᎢ||ᏙᎬᏲᎢ|dò:gv̌:yóɂi|They and I usually have long things|||doo1gvv23yo3-i
492||didi:sdǐ|Ꮧ̣²Ꮧ̣²-|ᏍᏗ²³Ꭶ||ᏗᏗᏍᏗᎦ|didi:sdǐ:ga|Let all of us eat long things|||di2dii2sdii23ga
493|||Ꮧ̣²Ꭹ̣²Ꮒ²-|ɂᏰ¹ᏍᏗ||ᏗᎩᏂᏰᏍᏗ|digini:hyè:sdi|For you and me to eat flexible things|||di2gi2nii2hyee1sdi
494|||Ꮩ¹ᏍᏗ²-|ᏍᏗ²³Ꭶ²||ᏙᏍᏗᏍᏗᎦ|dò:sdi:sdǐ:gā|He and I recently ate long things|||doo1sdii2sdii23ga2
495|||Ꮷ²-, Ꮷ²Ꮹ͓-|ᎪᏩ͓²Ꮫ³Ꮧ||ᏧᎪᏩᏛᏗ|ju:gowhtv́hdi|For him to see them|||juu2gowh2tvh3di
496||ji:yo:li:gó|Ꮵ²-, Ꮵ²Ꮿ͓-|Ꭳ²Ꮅ²Ꭺ³Ꭲ*||ᏥᏲᎵᎪᎢ|ji:yo:li:gó:ɂi|I usually recognize him|||jii2yoo2lii2goo3-i
497||díni:sdǐ|Ꮧ̣³Ꮒ̣²-|ᏍᏗ²³Ꭶ||ᏗᏂᏍᏗᎦ|díni:sdǐ:ga|Let you and me eat long things|||di3nii2sdii23ga
498|||Ꮣ̣²-, Ꮥ²Ꭶ̣²-|ɂ¹Ꮯ²³Ꮜ²||ᏕᎦᏟᏌ|de:gàhlǐ:sā|He recently gathered things|||dee2ga1hlii23sa2
499|||Ꭴ¹Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᎤᏓᎪᏩᏛᏗ|ù:da:gowhtv́hdi|For him to see himself|||uu1daa2gowh2tvh3di
500|||ᏍᏗ²-|Ꭵ²³Ꮜ||ᏍᏛᏌ|sdv̌:sa|Your two selves|||sdvv23sa
501||dé:ji:hv̌|Ꮥ³Ꮵ²-|Ꮂ²³Ꭲ||ᏕᏥᎲᎢ|dé:ji:hv̌:ɂi|You all had things a while ago|||dee3jii2hvv23-i
502||de:ginv̌:yó|Ꮥ²Ꭹ̣²Ꮒ²-|Ꭵ²³ᏲᎢ||ᏕᎩᏅᏲᎢ|de:ginv̌:yóɂi|You and I usually have long things|||dee2gi2nvv23yo3-i
503||widijisdǐ|Ꮧ̣²Ꮵ̣²-, Ꮧ̣²Ꭶ͓-|ᏍᏗ²³Ꭶ||ᏫᏗᏥᏍᏗᎦ|widijisdǐ:ga|Let me eat long things|||wi2di2ji2sdii23ga
504|||Ꮳ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᏣᏓᎪᏩᏛᏗ|jada:gowhtv́hdi|For you to see yourself|||ja2daa2gowh2tvh3di
505||gaji:yo:li:gó|Ꭶ̣²Ꮵ²-, Ꭶ̣²Ꮵ²Ꮿ͓-|Ꭳ²Ꮅ²Ꭺ³Ꭲ*||ᎦᏥᏲᎵᎪᎢ|gaji:yo:li:gó:ɂi|I usually recognize them (animate)|||ga2jii2yoo2lii2goo3-i
506|||Ꭲ¹Ꮵ²-|Ꭵ²³Ꮜ||ᎢᏨᏌ|ì:jv̌:sa|Your all selves|||ii1jvv23sa
507||dà:gihv̌|Ꮣ¹Ꭹ̣²-, Ꮣ¹Ꮖ͓-|Ꮂ²³Ꭲ||ᏓᎩᎲᎢ|dà:gihv̌:ɂi|I had things a while ago|||daa1gi2hvv23-i
508|||Ꮧ̣²ᏍᏗ²-|Ꭰ̣²Ꮪ²³Ꭹ||ᏗᏍᏓᏚᎩ|disdatǔ:gi|Let you both drink alcoholic drinks|||di2sda2tuu23gi
509|||Ꭰ¹Ꮖ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᎠᏆᏓᎪᏩᏛᏗ|à:gwada:gowhtv́hdi|For me to see myself|||aa1gwaa2daa2gowh2tvh3di
510||de:sdi:hv̌|Ꮥ²ᏍᏗ²-|Ꮂ²³Ꭲ||ᏕᏍᏗᎲᎢ|de:sdi:hv̌:ɂi|You both had things a while ago|||dee2sdii2hvv23-i
511|||Ꭲ¹Ꭶ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᎢᎦᏓᎪᏩᏛᏗ|ì:gada:gowhtv́hdi|For all of us to see ourselves|||ii1ga2daa2gowh2tvh3di
512|||Ꭲ¹Ꭹ²-|ɂᎪ³Ꮧ||ᎢᎩᎪᏗ|ì:gi:kóhdi|For all of us to have something alive|||ii1gii2koh3di
513||de:jahv̌|Ꮥ²Ꮳ̣²-, Ꮥ²Ꮳ̣²-|Ꮂ²³Ꭲ||ᏕᏣᎲᎢ|de:jahv̌:ɂi|You had things a while ago|||dee2ja2hvv23-i
514|||Ꮧ̣²Ꮵ̣²-|ᎣᎵ͓²Ꭹ||ᏗᏦᎵᎩ|dijohlgi|Let you all understand things|||di2johl2gi
515|||Ꭳ¹Ꭶ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᎣᎦᏓᎪᏩᏛᏗ|ò:gada:gowhtv́hdi|For them and me to see ourselves|||oo1ga2daa2gowh2tvh3di
516|||Ꭳ¹Ꭹ²-|ɂᎪ³Ꮧ||ᎣᎩᎪᏗ|ò:gi:kóhdi|For them and me to have something alive|||oo1gii2koh3di
517|||Ꭴ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᎤᎾᏓᎪᏩᏛᏗ|ù:nada:gowhtv́hdi|For them to see themselves|||uu1na2daa2gowh2tvh3di
518|||Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᎩᎾᏓᎪᏩᏛᏗ|ginada:gowhtv́hdi|For you and me to see ourselves|||gi2na2daa2gowh2tvh3di
519|||Ꮧ̣²Ꮳ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᏗᏣᏓᎪᏩᏛᏗ|dijada:gowhtv́hdi|For you all to see each other|||di2ja2daa2gowh2tvh3di
520|||Ꮧ̣²ᏍᏓ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᏗᏍᏓᏓᎪᏩᏛᏗ|disdada:gowhtv́hdi|For you both to see each other|||di2sdaa2daa2gowh2tvh3di
521|||Ꭳ¹Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᎣᎩᎾᏓᎪᏩᏛᏗ|ò:ginada:gowhtv́hdi|For him and me to see ourselves|||oo1gi2na2daa2gowh2tvh3di
522|||ᏍᎩ̣²Ꮒ²-|Ꭳ²Ꮅ¹Ꭹ*||ᏍᎩᏃᎵᎩ|sgino:lì:gi|Let you or you both recognize us both|||sgi2noo2lii1gi
523|||Ꮧ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭹ||ᏫᏗᎾᏓᏙᎵᎩ|widinada:dohlgi|Let them be acquainted|||wi2di2nadaa2dohl2gi
524|||Ꮥ²Ꭿ̣²-, Ꮥ²Ꭿ̣²-|ᎣᎵ͓²Ꭶ²||ᏕᎰᎵᎦ|de:hohlgā|You recently understood things|||dee2hohl2ga2
525|||Ꭶ̣²Ꭿ²-, Ꭶ̣²Ꭿ²Ꮿ͓-|Ꭺ¹Ꮹ²Ꮤ||ᎦᎯᎪᏩᏔ|gahi:gò:wahta|Let you see them (animate)|||ga2hii2goo1wah2ta
526|||Ꮶ¹Ꭹ²-|Ꭳ²Ꮅ³ᏍᏗ||ᏦᎪᎵᏍᏗ|jò:go:hlísdi|For them and me to understand things|||joo1goo2hli3sdi
527|||Ꭱ¹Ꭹ²-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎡᎦᏚᎳ|è:gadǔ:lā|All of us were recently wanted|||ee1ga2duu23la2
528|||Ꮷ¹Ꮒ²-|Ꭳ²Ꮅ³ᏍᏗ||ᏧᏃᎵᏍᏗ|jù:no:hlísdi|For them to understand things; For them to recognize them (animate)|||juu1noo2hli3sdi
529|||Ꭱ¹Ꮒ²-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎡᎾᏚᎳ|è:nadǔ:lā|You and I recently wanted him|||ee1na2duu23la2
530|||Ꮧ̣²Ꮳ̣²-|Ꭳ²Ꮅ³ᏍᏗ||ᏗᏦᎵᏍᏗ|dijo:hlísdi|For you to understand things; For you all to understand things|||di2joo2hli3sdi
531|||Ꭱ¹Ꮧ²-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎡᏓᏚᎳ|è:dadǔ:lā|All of us recently wanted him|||ee1da2duu23la2
532|||Ꮶ¹Ꭹ̣²Ꮒ²-|Ꭳ²Ꮅ³ᏍᏗ||ᏦᎩᏃᎵᏍᏗ|jò:gino:hlísdi|For him and me to understand things|||joo1gi2noo2hli3sdi
533|||Ꭱ¹Ꮵ²-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎡᏣᏚᎳ|è:jadǔ:lā|You all recently wanted him; You were recently wanted; You all were recently wanted|||ee1ja2duu23la2
534|||Ꭸ²Ꮒ²-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎨᎾᏚᎳ|ge:nadǔ:lā|You and I recently wanted them (animate)|||gee2na2duu23la2
535|||Ꭸ²Ꮧ²-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎨᏓᏚᎳ|ge:dadǔ:lā|All of us recently wanted them (animate)|||gee2da2duu23la2
536|||Ꭸ²Ꮵ²-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎨᏣᏚᎳ|ge:jadǔ:lā|You all recently wanted them (animate); They recently wanted you|||gee2ja2duu23la2
537||du:go:hv̌|Ꮪ²-, Ꮪ²Ꮹ͓-|Ꭺ²Ꮂ²³Ꭲ||ᏚᎪᎲᎢ|du:go:hv̌:ɂi|He saw them a while ago|||duu2goo2hvv23-i
538|||Ꭸ³Ꮵ²-|Ꭺ¹Ꮹ²Ꮤ²||ᎨᏥᎪᏩᏔ|gé:ji:gò:wahtā|They recently saw you all|||gee3jii2goo1wah2ta2
539|||Ꭱ¹ᏍᏗ²-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎡᏍᏓᏚᎳ|è:sdadǔ:lā|You both recently wanted him; You both were recently wanted|||ee1sda2duu23la2
540|||Ꭺ²Ꮵ²-|Ꭺ¹Ꮹ²Ꮤ²||ᎪᏥᎪᏩᏔ|go:ji:gò:wahtā|They and I recently saw them (animate)|||goo2jii2goo1wah2ta2
541|||Ꭸ²ᏍᏗ²-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎨᏍᏓᏚᎳ|ge:sdadǔ:lā|You both recently wanted them (animate); They recently wanted you both|||gee2sda2duu23la2
542||gv:gigo:hv̌|Ꭼ²Ꭹ̣²-, Ꭼ²Ꮖ͓-|Ꭺ²Ꮂ²³Ꭲ||ᎬᎩᎪᎲᎢ|gv:gigo:hv̌:ɂi|They saw me a while ago|||gvv2gi2goo2hvv23-i
543|||Ꭺ²ᏍᏗ²-|Ꭺ¹Ꮹ²Ꮤ²||ᎪᏍᏗᎪᏩᏔ|go:sdi:gò:wahtā|He and I recently saw them (animate)|||goo2sdii2goo1wah2ta2
544|||Ꭱ¹Ꭹ̣²Ꮒ²-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎡᎩᎾᏚᎳ|è:ginadǔ:lā|You and I were recently wanted|||ee1gi2na2duu23la2
545||||Ꭰ̣²Ᏼ||ᎠᏴ|ayv|I, Me; We, Us|||a2yv
546|||Ꮪ²-, Ꮪ²Ꮹ͓-|Ꭾ³ᏍᏗ||ᏚᎮᏍᏗ|du:hé:sdi|He will be having things|||duu2hee3sdi
547|||Ꭰ̣²-, Ꭶ̣²-|Ꭰ¹Ꮧ̣²Ꭽ||ᎠᏗᎭ|adiha|He is saying|||a2di2ha
548|||Ꮧ̣²Ꮵ̣²-, Ꮧ̣²Ꭶ͓-|ɂᏯ̣²Ꭶ*||ᏫᏗᏥᏯᎦ|widijiyaga|Let me eat flexible things|||wi2di2ji2ya2ga
549|||Ꮵ̣²-, Ꭶ͓-|Ꭰ¹Ꮧ̣²Ꭰ*||ᎦᏗᎠ|gadí:ɂa|I am saying|||ga2dii3-a
550|||Ꭴ¹-, Ꭴ¹Ꮹ͓-|Ᏺ¹Ꮟ²³Ꮜ²||ᎤᏲᏏᏌ|ù:yò:sǐ:sā|He was recently hungry|||uu1yoo1sii23sa2
551||wijò:jì:du:hv̀|Ꮶ¹Ꮵ²-|ɂ¹Ꮪ²Ꮂ¹Ꭶ||ᏫᏦᏥᏚᎲᎦ|wijò:jì:du:hv̀:ga|Let them and me bake things|||wi2joo1jii1duu2hvv1ga
552|||Ꮣ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᏓᎾᏓᎪᏩᏘᎭ|dà:nada:gowhtíha|They are seeing each other|||daa1naa2daa2gowh2ti3ha
553|||Ꮷ²-, Ꮷ²Ꮹ͓-|ᏍᏗ²³Ꭹ³²ᏍᏗ||ᏧᏍᏗᎩᏍᏗ|ju:sdǐ:gî:sdi|For him to eat long things|||juu2sdii23gii32sdi
554|||Ꭶ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ²*||ᎦᏓᎦᏙᏍᏓ|gadagà:tǒ:sdā|I recently looked at myself|||ga2da2gaa1too23sda2
555|||Ꭿ̣²-|Ꭰ¹Ꮧ̣²Ꭽ||ᎭᏗᎭ|hadiha|You are saying|||ha2di2ha
556||widinì:du:hv̀|Ꮧ̣²Ꮒ²-|ɂ¹Ꮪ²Ꮂ¹Ꭶ||ᏫᏗᏂᏚᎲᎦ|widinì:du:hv̀:ga|Let them bake things|||wi2di2nii1duu2hvv1ga
557|||Ꮥ³Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᏕᎾᏓᎪᏩᏘᎭ|dé:nada:gowhtíha|You and I are seeing each other|||dee3na2daa2gowh2ti3ha
558|||Ꭼ²-, Ꭼ²Ꮿ͓-|Ꭳ²Ꮅ³ᏍᏗ*||ᎬᏲᎵᏍᏗ|gv:yo:lí:sdi|For me to recognize you|||gvv2yoo2lii3sdi
559||wijò:sdì:du:hv̀|Ꮶ¹ᏍᏗ²-|ɂ¹Ꮪ²Ꮂ¹Ꭶ||ᏫᏦᏍᏗᏚᎲᎦ|wijò:sdì:du:hv̀:ga|Let him and me bake things|||wi2joo1sdii1duu2hvv1ga
560|||Ꮥ³Ꮣ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᏕᏓᏓᎪᏩᏘᎭ|dé:dada:gowhtíha|All of us are seeing each other|||dee3da2daa2gowh2ti3ha
561|||Ꮧ̣¹Ꭹ̣²-, Ꮧ̣¹Ꮖ͓-|ɂ¹Ꮯ²³Ꮠ̣³Ꮧ||ᏗᎩᏟᏐᏗ|dìgìhlǐ:sóhdi|For me to gather things|||di1gi1hlii23soh3di
562|||Ꮵ²-, Ꮵ²Ꮿ͓-|Ꭳ²Ꮅ³ᏍᏗ*||ᏥᏲᎵᏍᏗ|ji:yo:lí:sdi|For me to recognize him|||jii2yoo2lii3sdi
563|||Ꮩ¹Ꮳ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᏙᏣᏓᎪᏩᏘᎭ|dò:jada:gowhtíha|They and I are seeing each other|||doo1ja2daa2gowh2ti3ha
564|||Ꮶ¹Ꭹ̣²Ꮒ²-|ɂ¹Ꮯ²³Ꮠ̣³Ꮧ||ᏦᎩᏂᏟᏐᏗ|jò:ginì:hlǐ:sóhdi|For him and me to gather things|||joo1gi2nii1hlii23soh3di
565|||Ꮨ̣²-|ɂᏯ̣²Ꭶ||ᏘᏯᎦ|tihyaga|Let you eat flexible things|||ti2hya2ga
566|||Ꮩ¹ᏍᏗ²-|ɂᏯ̣²Ꭶ²||ᏙᏍᏗᏯᎦ|dò:sdi:hyagā|He and I recently ate flexible things|||doo1sdii2hya2ga2
567|||ᏍᏛ²-, ᏍᏛ²Ꮿ͓-|Ꭳ²Ꮅ³ᏍᏗ*||ᏍᏛᏲᎵᏍᏗ|sdv:yo:lí:sdi|For me to recognize you both; For we two to recognize you or you both|||sdvv2yoo2lii3sdi
568|||Ꮩ¹ᏍᏓ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᏙᏍᏓᏓᎪᏩᏘᎭ|dò:sdada:gowhtíha|He and I are seeing each other|||doo1sda2daa2gowh2ti3ha
569|||Ꮧ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²Ꭶ͓Ꮩ²³ᏍᏓ||ᏫᏗᎾᏓᎦᏙᏍᏓ|widinadaktǒ:sda|Let them look at each other|||wi2di2nada2ktoo23sda
570|||Ꮧ̣²Ꮧ̣²-|ɂᏯ̣²Ꭶ||ᏗᏗᏯᎦ|didi:hyaga|Let all of us eat flexible things|||di2dii2hya2ga
571|||Ꭶ̣²Ꮵ²-, Ꭶ̣²Ꮵ²Ꮿ͓-|Ꭳ²Ꮅ³ᏍᏗ*||ᎦᏥᏲᎵᏍᏗ|gaji:yo:lí:sdi|For me to recognize them (animate)|||ga2jii2yoo2lii3sdi
572||ù:da:dohljv̌|Ꭴ¹Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᎤᏓᏙᎵᏨᎢ|ù:da:dohljv̌:ɂi|He recognized himself a while ago|||uu1daa2dohl2jvv23-i
573|||Ꮧ̣²Ꮳ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²ᏚᎸ͓²Ꮧ||ᏗᏣᏓᏚᎸᏗ|dijadaduhldi|For you all to want each other|||di2ja2da2duhl2di
574|||Ꮧ̣²Ꮳ̣²-|ɂᏰ¹ᏍᏗ||ᏗᏣᏰᏍᏗ|dijahyè:sdi|For you to eat flexible things|||di2ja2hyee1sdi
575|||Ꮧ̣³Ꮒ̣²-|ɂᏯ̣²Ꭶ||ᏗᏂᏯᎦ|díni:hyaga|Let you and me eat flexible things|||di3nii2hya2ga
576||jada:dohljv̌|Ꮳ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᏣᏓᏙᎵᏨᎢ|jada:dohljv̌:ɂi|You recognized yourself a while ago|||ja2daa2dohl2jvv23-i
577|||Ꮧ̣²ᏍᏓ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²ᏚᎸ͓²Ꮧ||ᏗᏍᏓᏓᏚᎸᏗ|disdadaduhldi|For you both to want each other|||di2sdaa2da2duhl2di
578|||Ꮧ̣²Ꮵ̣²-|ɂᏰ¹ᏍᏗ||ᏗᏥᏰᏍᏗ|diji:hyè:sdi|For you all to eat flexible things|||di2jii2hyee1sdi
579||à:da:dohlgó|Ꭰ¹Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎠᏓᏙᎵᎪᎢ|à:da:dohlgó:ɂi|He usually recognizes himself|||aa1daa2dohl2goo3-i
580||à:gwada:dohljv̌|Ꭰ¹Ꮖ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᎠᏆᏓᏙᎵᏨᎢ|à:gwada:dohljv̌:ɂi|I recognized myself a while ago|||aa1gwaa2daa2dohl2jvv23-i
581||hada:dohlgó|Ꭽ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎭᏓᏙᎵᎪᎢ|hada:dohlgó:ɂi|You usually recognize yourself|||haa2daa2dohl2goo3-i
582||ì:gada:dohljv̌|Ꭲ¹Ꭶ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᎢᎦᏓᏙᎵᏨᎢ|ì:gada:dohljv̌:ɂi|All of us recognized ourselves a while ago|||ii1ga2daa2dohl2jvv23-i
583|||Ꮧ̣²-, Ꮧ̣²Ꭶ̣²-|ɂ¹Ꮯ²³Ꮜ||ᏫᏗᎦᏟᏌ|widigàhlǐ:sa|Let him gather things|||wi2di2ga1hlii23sa
584||à:nada:dohlgó|Ꭰ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎠᎾᏓᏙᎵᎪᎢ|à:nada:dohlgó:ɂi|They usually recognize themselves|||aa1naa2daa2dohl2goo3-i
585||ò:gada:dohljv̌|Ꭳ¹Ꭶ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᎣᎦᏓᏙᎵᏨᎢ|ò:gada:dohljv̌:ɂi|They and I recognized ourselves a while ago|||oo1ga2daa2dohl2jvv23-i
586||ì:nada:dohlgó|Ꭲ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎢᎾᏓᏙᎵᎪᎢ|ì:nada:dohlgó:ɂi|You and I usually recognize ourselves|||ii1na2daa2dohl2goo3-i
587||ù:nada:dohljv̌|Ꭴ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᎤᎾᏓᏙᎵᏨᎢ|ù:nada:dohljv̌:ɂi|They recognized themselves a while ago|||uu1na2daa2dohl2jvv23-i
588||ì:gi:hó|Ꭲ¹Ꭹ²-|Ꮀ³Ꭲ||ᎢᎩᎰᎢ|ì:gi:hó:ɂi|All of us usually have something|||ii1gii2hoo3-i
589||ì:dada:dohlgó|Ꭲ¹Ꮣ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎢᏓᏓᏙᎵᎪᎢ|ì:dada:dohlgó:ɂi|All of us usually recognize ourselves|||ii1da2daa2dohl2goo3-i
590||ginada:dohljv̌|Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᎩᎾᏓᏙᎵᏨᎢ|ginada:dohljv̌:ɂi|You and I recognized ourselves a while ago|||gi2na2daa2dohl2jvv23-i
591||ò:gi:hó|Ꭳ¹Ꭹ²-|Ꮀ³Ꭲ||ᎣᎩᎰᎢ|ò:gi:hó:ɂi|They and I usually have something|||oo1gii2hoo3-i
592|||Ꮥ²Ꮵ̣²-, Ꮥ²Ꭶ͓-|ɂ¹Ꮯ²³Ꮜ²||ᏕᏥᏟᏌ|de:jìhlǐ:sā|I recently gathered things|||dee2ji1hlii23sa2
593||ò:jada:dohlgó|Ꭳ¹Ꮳ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎣᏣᏓᏙᎵᎪᎢ|ò:jada:dohlgó:ɂi|They and I usually recognize ourselves|||oo1ja2daa2dohl2goo3-i
594||ò:ginada:dohljv̌|Ꭳ¹Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᎣᎩᎾᏓᏙᎵᏨᎢ|ò:ginada:dohljv̌:ɂi|He and I recognized ourselves a while ago|||oo1gi2na2daa2dohl2jvv23-i
595||ù:ni:hó|Ꭴ¹Ꮒ²-|Ꮀ³Ꭲ||ᎤᏂᎰᎢ|ù:ni:hó:ɂi|They usually have something|||uu1nii2hoo3-i
596||dé:jada:dohlgó|Ꮥ³Ꮳ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭺ³Ꭲ||ᏕᏣᏓᏙᎵᎪᎢ|dé:jada:dohlgó:ɂi|You all usually are acquainted|||dee3ja2daa2dohl2goo3-i
597||gini:hó|Ꭹ̣²Ꮒ²-|Ꮀ³Ꭲ||ᎩᏂᎰᎢ|gini:hó:ɂi|You and I usually have something|||gi2nii2hoo3-i
598||ò:sdada:dohlgó|Ꭳ¹ᏍᏓ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎣᏍᏓᏓᏙᎵᎪᎢ|ò:sdada:dohlgó:ɂi|He and I usually recognize ourselves|||oo1sda2daa2dohl2goo3-i
599||ò:gini:hó|Ꭳ¹Ꭹ̣²Ꮒ²-|Ꮀ³Ꭲ||ᎣᎩᏂᎰᎢ|ò:gini:hó:ɂi|He and I usually have something|||oo1gi2nii2hoo3-i
600|||Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|ɂᎪ³Ꮧ||ᎠᎩᎪᏗ|à:gikóhdi|For me to have something alive|||aa1gi2koh3di
601||de:sdada:dohlgó|Ꮥ²ᏍᏓ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭺ³Ꭲ||ᏕᏍᏓᏓᏙᎵᎪᎢ|de:sdada:dohlgó:ɂi|You both usually are acquainted|||dee2sdaa2daa2dohl2goo3-i
602|||ᏍᎩ̣²Ꮒ²-|Ꭳ²Ꮅ¹Ꭹ*||ᏍᎩᏃᎵᎩ|sgino:lì:gi|Let you both recognize me|||sgii2noo2lii1gi
603|||Ꮣ̣²-, Ꮥ²Ꭶ̣²-|ᎣᎵ͓²Ꭶ||ᏕᎪᎵᎦ|de:gohlga|He understands things; He recognizes them (animate)|||dee2gohl2ga
604|||Ꮧ̣²Ꭹ²-|Ꭳ²Ꮅ³ᏍᏗ||ᏗᎪᎵᏍᏗ|digo:hlísdi|For all of us to understand things|||di2goo2hli3sdi
605|||Ꮧ̣²Ꭹ̣²Ꮒ²-|Ꭳ²Ꮅ³ᏍᏗ||ᏗᎩᏃᎵᏍᏗ|digino:hlísdi|For you and me to understand things|||di2gi2noo2hli3sdi
