ID|PSET|ALT_PRONOUNCE|PRONOUN|VERB|GENDER|SYLLABARY|PRONOUNCE|ENGLISH|INTRO NOTE|END NOTE|APP_FILE
1285||ì:sgi:yadu:lǐ:sgó|Ꭲ¹ᏍᎩ²-, Ꭲ¹ᏍᎩ²Ꮿ͓-|Ꭰ̣²Ꮪ²Ꮅ²³ᏍᎪ̣³Ꭲ||ᎢᏍᎩᏯᏚᎵᏍᎪᎢ|ì:sgi:yadu:lǐ:sgóɂi|You, two, or all usually are wanting us all; You all usually are wanting me|||ii1sgii2ya2duu2lii23sgo3-i
1286||v̀:gigowhtǐ:sgó|Ꭵ¹Ꭹ̣²-, Ꭵ¹Ꮖ͓-|ᎪᏩ͓²Ꮨ²³ᏍᎪ̣³Ꭲ||ᎥᎩᎪᏩᏘᏍᎪᎢ|v̀:gigowhtǐ:sgóɂi|I am usually seen|||vv1gi2gowh2tii23sgo3-i
1287||gahi:yadu:lǐ:sgó|Ꭶ̣²Ꭿ²-, Ꭶ̣²Ꭿ²Ꮿ͓-|Ꭰ̣²Ꮪ²Ꮅ²³ᏍᎪ̣³Ꭲ||ᎦᎯᏯᏚᎵᏍᎪᎢ|gahi:yadu:lǐ:sgóɂi|You usually are wanting them (animate)|||ga2hii2ya2duu2lii23sgo3-i
1288||||Ꭲ¹ᏍᎩ²Ꮵ||ᎢᏍᎩᏥ|ì:sgi:ji|You one, their and my mother|||ii1sgii2ji
1289||gadǐ:sgó|Ꮵ̣²-, Ꭶ͓-|Ꭰ̣²Ꮧ²³ᏍᎪ³Ꭲ||ᎦᏗᏍᎪᎢ|gadǐ:sgó:ɂi|I am often saying|||ga2dii23sgoo3-i
1290||dé:nì:sdǐ:gî:sgó|Ꮥ³Ꮒ²-|¹ᏍᏗ²³Ꭹ³²ᏍᎪ³Ꭲ||ᏕᏂᏍᏗᎩᏍᎪᎢ|dé:nì:sdǐ:gî:sgó:ɂi|You and I usually are eating long things|||dee3nii1sdii23gii32sgoo3-i
1291||de:hìsdǐ:gî:sgó|Ꮥ²Ꭿ̣²-, Ꮥ²Ꭿ̣²-|¹ᏍᏗ²³Ꭹ³²ᏍᎪ³Ꭲ||ᏕᎯᏍᏗᎩᏍᎪᎢ|de:hìsdǐ:gî:sgó:ɂi|You usually are eating long things|||dee2hi1sdii23gii32sgoo3-i
1292||jalv̂:sv̌|Ꮳ̣²-|Ꮈ³²Ꮢ²³Ꭲ||ᏣᎸᏒᎢ|jalv̂:sv̌:ɂi|You climbed it a while ago|||ja2lvv32svv23-i
1293||dà:gìsdí:gv̌|Ꮣ¹Ꭹ̣²-, Ꮣ¹Ꮖ͓-|¹ᏍᏗ³Ꭼ²³Ꭲ||ᏓᎩᏍᏗᎬᎢ|dà:gìsdí:gv̌:ɂi|I ate long things a while ago|||daa1gi1sdii3gvv23-i
1294||de:jíhli:sǐ:sgó|Ꮥ²Ꮵ̣²-, Ꮥ²Ꭶ͓-|ɂ³Ꮯ²Ꮟ²³ᏍᎪ̣Ꭲ||ᏕᏥᏟᏏᏍᎪᎢ|de:jíhli:sǐ:sgóɂi|I am usually gathering things|||dee2ji3hlii2sii23sgo3-i
1295||dò:sdì:sdǐ:gî:sgó|Ꮩ¹ᏍᏗ²-|¹ᏍᏗ²³Ꭹ³²ᏍᎪ³Ꭲ||ᏙᏍᏗᏍᏗᎩᏍᎪᎢ|dò:sdì:sdǐ:gî:sgó:ɂi|He and I usually are eating long things|||doo1sdii1sdii23gii32sgoo3-i
1296||ì:gi:ne:hó|Ꭲ¹Ꭹ²-|Ꮑ²Ꮀ³Ꭲ||ᎢᎩᏁᎰᎢ|ì:gi:ne:hó:ɂi|All of us usually have a liquid|||ii1gii2nee2hoo3-i
1297|||Ꮥ³Ꮵ²-|ᎣᎵ͓²Ꭶ²||ᏕᏦᎵᎦ|dé:johlgā|You all recently understood things|||dee3johl2ga2
1298||à:gigo:hv̌|Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|Ꭺ²Ꮂ²³Ꭲ||ᎠᎩᎪᎲᎢ|à:gigo:hv̌:ɂi|I saw it a while ago; He saw me a while ago|||aa1gi2goo2hvv23-i
1299||||Ꭲ¹Ꮵ²Ꮩ²Ꮣ||ᎢᏥᏙᏓ|ì:ji:do:da|Your all's father|||ii1jii2doo2da
1300|||Ꮵ̣²-, Ꭶ͓-|Ꭰ̣¹Ꮪ²³Ꭹ̣³Ꭰ*||ᎦᏚᎩᎠ|gaɂdǔ:gía|I am drinking something alcoholic|||ga-2duu23gi3a
1301|||Ꮳ̣²-|Ꮈ¹ᏍᏗ||ᏣᎸᏍᏗ|jalv̀:sdi|For you to climb it|||ja2lvv1sdi
1302||ù:sdí:gv̌|Ꭴ¹-, Ꭴ¹Ꮹ͓-|¹ᏍᏗ³Ꭼ²³Ꭲ||ᎤᏍᏗᎬᎢ|ù:sdí:gv̌:ɂi|He ate something long a while ago|||uu1sdii3gvv23-i
1303||ù:ni:hyá:ɂv̌|Ꭴ¹Ꮒ²-|ɂᏯ³Ꭵ²³Ꭲ||ᎤᏂᏯᎥᎢ|ù:ni:hyá:ɂv̌:ɂi|They ate something flexible a while ago|||uu1nii2hyaa3-vv23-i
1304|||Ꮪ²-, Ꮪ²Ꮹ͓-|Ꭵ²³ᏰᏍᏗ||ᏚᏩᏰᏍᏗ|duwǎ:yê:sdi|He will be having long things|||duu2waa23yee32sdi
1305||ì:gi:ne:hv̌|Ꭲ¹Ꭹ²-|Ꮑ²Ꮂ²³Ꭲ||ᎢᎩᏁᎲᎢ|ì:gi:ne:hv̌:ɂi|All of us had a liquid a while ago|||ii1gii2nee2hvv23-i
1306|||Ꭳ¹Ꮵ²-|Ꭳ²Ꮅ³ᏍᏗ*||ᎣᏦᎵᏍᏗ|ò:jo:lí:sdi|For them and me to recognize him|||oo1joo2lii3sdi
1307|||Ꭳ¹ᏍᏗ²-|Ꭳ²Ꮅ³ᏍᏗ*||ᎣᏍᏙᎵᏍᏗ|ò:sdo:lí:sdi|For him and me to recognize him|||oo1sdoo2lii3sdi
1308||||Ꭲ¹Ꮸ²Ꮩ²Ꮣ||ᎢᏨᏙᏓ|ì:jv:do:da|I, your all's father|||ii1jvv2doo2da
1309||dù:tǔ:gî:sv̌|Ꮪ²-, Ꮪ²Ꮹ͓-|Ꭰ̣¹Ꮪ²³Ꭹ³²Ꮢ²³Ꭲ||ᏚᏚᎩᏒᎢ|dù:tǔ:gî:sv̌:ɂi|He drank alcoholic drinks a while ago|||duu1tuu23gii32svv23-i
1310||dé:gàtǔ:gî:sv̌|Ꮥ³Ꭹ²-|Ꭰ̣¹Ꮪ²³Ꭹ³²Ꮢ²³Ꭲ||ᏕᎦᏚᎩᏒᎢ|dé:gàtǔ:gî:sv̌:ɂi|All of us drank alcoholic drinks a while ago|||dee3ga1tuu23gii32svv23-i
1311||dò:gàtǔ:gî:sv̌|Ꮩ¹Ꭹ²-|Ꭰ̣¹Ꮪ²³Ꭹ³²Ꮢ²³Ꭲ||ᏙᎦᏚᎩᏒᎢ|dò:gàtǔ:gî:sv̌:ɂi|They and I drank alcoholic drinks a while ago|||doo1ga1tuu23gii32svv23-i
1312||dù:nàtǔ:gî:sv̌|Ꮪ¹Ꮒ²-|Ꭰ̣¹Ꮪ²³Ꭹ³²Ꮢ²³Ꭲ||ᏚᎾᏚᎩᏒᎢ|dù:nàtǔ:gî:sv̌:ɂi|They drank alcoholic drinks a while ago|||duu1na1tuu23gii32svv23-i
1313||de:ginàtǔ:gî:sv̌|Ꮥ²Ꭹ̣²Ꮒ²-|Ꭰ̣¹Ꮪ²³Ꭹ³²Ꮢ²³Ꭲ||ᏕᎩᎾᏚᎩᏒᎢ|de:ginàtǔ:gî:sv̌:ɂi|You and I drank alcoholic drinks a while ago|||dee2gi2na1tuu23gii32svv23-i
1314||dò:ginàtǔ:gî:sv̌|Ꮩ¹Ꭹ̣²Ꮒ²-|Ꭰ̣¹Ꮪ²³Ꭹ³²Ꮢ²³Ꭲ||ᏙᎩᎾᏚᎩᏒᎢ|dò:ginàtǔ:gî:sv̌:ɂi|He and I drank alcoholic drinks a while ago|||doo1gi2na1tuu23gii32svv23-i
1315||dé:ji:hyé:sgó|Ꮥ³Ꮵ²-|ɂᏰ³ᏍᎪ³Ꭲ||ᏕᏥᏰᏍᎪᎢ|dé:ji:hyé:sgó:ɂi|You all usually are eating flexible things|||dee3jii2hyee3sgoo3-i
1316||sde:nv́:sv̌|ᏍᏗ²-|Ꭱ²Ꮕ³Ꮢ²³Ꭲ||ᏍᏕᏅᏒᎢ|sde:nv́:sv̌:ɂi|You both went a while ago|||sdee2nvv3svv23-i
1317|||Ꮵ̣²-, Ꭶ͓-|Ꭽ̣²Ꮧ²³Ꮤ²||ᎦᎭᏗᏔ|ga:dǐ:tā|I recently drank something|||gaa2dii23ta2
1318||de:jàsdí:gv̌|Ꮥ²Ꮳ̣²-, Ꮥ²Ꮳ̣²-|¹ᏍᏗ³Ꭼ²³Ꭲ||ᏕᏣᏍᏗᎬᎢ|de:jàsdí:gv̌:ɂi|You ate long things a while ago|||dee2ja1sdii3gvv23-i
1319|||Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|Ꭾ³ᏍᏗ||ᎠᎩᎮᏍᏗ|à:gihé:sdi|I will be having something|||aa1gi2hee3sdi
1320||ò:jo:li:jv̌|Ꭳ¹Ꮵ²-|Ꭳ²Ꮅ¹Ꮸ²³Ꭲ*||ᎣᏦᎵᏨᎢ|ò:jo:li:jv̌:ɂi|They and I recognized him a while ago|||oo1joo2lii2jvv23-i
1321||ò:sdo:li:jv̌|Ꭳ¹ᏍᏗ²-|Ꭳ²Ꮅ¹Ꮸ²³Ꭲ*||ᎣᏍᏙᎵᏨᎢ|ò:sdo:li:jv̌:ɂi|He and I recognized him a while ago|||oo1sdoo2lii2jvv23-i
1322|||Ꭲ¹Ꮒ²-|ᎣᎵ͓²Ꭹ||ᎢᏃᎵᎩ|ì:nohlgi|Let you and me understand it|||ii1nohl2gi
1323|||Ꭲ¹Ꮧ²-|ᎣᎵ͓²Ꭹ||ᎢᏙᎵᎩ|ì:dohlgi|Let all of us understand it|||ii1dohl2gi
1324||de:jigowhtǐ:sgó|Ꮥ²Ꮵ̣²-, Ꮥ²Ꭶ͓-|ᎪᏩ͓²Ꮨ²³ᏍᎪ̣³Ꭲ||ᏕᏥᎪᏩᏘᏍᎪᎢ|de:jigowhtǐ:sgóɂi|I am often seeing them (inanimate)|||dee2ji2gowh2tii23sgo3-i
1325||||Ꭳ²Ꭹ²Ꮩ²Ꮣ||ᎣᎩᏙᏓ|o:gi:do:da|Their and my father|||oo2gii2doo2da
1326||jiyé:sgó|Ꮵ̣²-, Ꭶ͓-|ɂᏰ³ᏍᎪ³Ꭲ*||ᏥᏰᏍᎪᎢ|jiyé:sgó:ɂi|I am usually eating something flexible|||ji2yee3sgoo3-i
1327|||ᏍᏗ²-|Ꭱ²Ꮕ¹ᏍᏗ||ᏍᏕᏅᏍᏗ|sde:nv̀:sdi|For you both to go|||sdee2nvv1sdi
1328||à:gilv̂:sv̌|Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|Ꮈ³²Ꮢ²³Ꭲ||ᎠᎩᎸᏒᎢ|à:gilv̂:sv̌:ɂi|I climbed it a while ago|||aa1gi2lvv32svv23-i
1329||du:wa:kahó|Ꮪ²-, Ꮪ²Ꮹ͓-|ɂᎧ̣²Ꮀ³Ꭲ||ꮪꮹᎧᎰᎢ|du:wa:kahó:ɂi|He usually has living things|||duu2waa2ka2hoo3-i
1330||ì:je:nv́:sv̌|Ꭲ¹Ꮵ²-|Ꭱ²Ꮕ³Ꮢ²³Ꭲ||ᎢᏤᏅᏒᎢ|ì:je:nv́:sv̌:ɂi|You all went a while ago|||ii1jee2nvv3svv23-i
1331||jane:hó|Ꮳ̣²-|Ꮑ²Ꮀ³Ꭲ||ᏣᏁᎰᎢ|jane:hó:ɂi|You usually have a liquid|||ja2nee2hoo3-i
1332|||Ꭴ¹Ꮒ²-|Ꭳ²Ꮅ³ᏍᏗ||ᎤᏃᎵᏍᏗ|ù:no:hlísdi|For them to understand it; For them to recognize him|||uu1noo2hli3sdi
1333|||Ꭳ¹Ꮵ²-|ᎣᎵ͓²Ꭶ||ᎣᏦᎵᎦ|ò:johlga|They and I understand it|||oo1johl2ga
1334|||Ꭳ¹ᏍᏗ²-|ᎣᎵ͓²Ꭶ||ᎣᏍᏙᎵᎦ|ò:sdohlga|He and I understand it|||oo1sdohl2ga
1335||||Ꭴ²Ꮒ²Ꮩ²Ꮣ||ᎤᏂᏙᏓ|u:ni:do:da|Their father|||uu2nii2doo2da
1336||dà:gwù:di:tahv̌|Ꮣ¹Ꭹ̣²-, Ꮣ¹Ꮖ͓-|Ꭴ¹Ꮧ²Ꮤ̣²Ꮂ²³Ꭲ||ᏓᏊᏗᏔᎲᎢ|dà:gwù:di:tahv̌:ɂi|I drank drinks a while ago|||daa1gwuu1dii2ta2hvv23-i
1337|||Ꮵ̣²-, Ꭶ͓-|Ꭰ¹Ꮧ̣²Ꭰ*||ᏥᎠᏗᎠ|jigà:taha|I know how|||ji2gaa1ta2ha
1338||de:jù:di:tahv̌|Ꮥ²Ꮳ̣²-, Ꮥ²Ꮳ̣²-|Ꭴ¹Ꮧ²Ꮤ̣²Ꮂ²³Ꭲ||ᏕᏧᏗᏔᎲᎢ|de:jù:di:tahv̌:ɂi|You drank drinks a while ago|||dee2juu1dii2ta2hvv23-i
1339|||Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|Ꮈ¹ᏍᏗ||ᎠᎩᎸᏍᏗ|à:gilv̀:sdi|For me to climb it|||aa1gi2lvv1sdi
1340|||Ꭲ¹Ꮵ²-|Ꭱ²Ꮕ¹ᏍᏗ||ᎢᏤᏅᏍᏗ|ì:je:nv̀:sdi|For you all to go|||ii1jee2nvv1sdi
1341||ù:we:nv́:sv̌|Ꭴ¹-, Ꭴ¹Ꮹ͓-|Ꭱ²Ꮕ³Ꮢ²³Ꭲ||ᎤᏪᏅᏒᎢ|ù:we:nv́:sv̌:ɂi|He went a while ago|||uu1wee2nvv3svv23-i
1342|||Ꭰ̣²-, Ꭶ̣²-|Ꭽ̣²Ꮧ²³Ꮤ²||ᎠᎭᏗᏔ|a:dǐ:tā|He recently drank something|||aa2dii23ta2
1343|||Ꭳ¹Ꭹ²-|Ꭳ²Ꮅ³ᏍᏗ||ᎣᎪᎵᏍᏗ|ò:go:hlísdi|For them and me to understand it; For him to recognize them and me; For them and me to be recognized|||oo1goo2hli3sdi
1344|||Ꭹ̣²Ꮒ²-|Ꭳ²Ꮅ³ᏍᏗ||ᎩᏃᎵᏍᏗ|gino:hlísdi|For you and me to understand it; For him to recognize you and me|||gi2noo2hli3sdi
1345|||Ꭳ¹Ꭹ̣²Ꮒ²-|Ꭳ²Ꮅ³ᏍᏗ||ᎣᎩᏃᎵᏍᏗ|ò:gino:hlísdi|For him and me to understand it; For him to recognize him and me; For him and me to be recognized|||oo1gi2noo2hli3sdi
1346|||Ꭳ¹Ꮵ²-|ᎣᎵ͓²Ꭶ²||ᎣᏦᎵᎦ|ò:johlgā|They and I recently understood it|||oo1johl2ga2
1347|||Ꭳ¹ᏍᏗ²-|ᎣᎵ͓²Ꭶ²||ᎣᏍᏙᎵᎦ|ò:sdohlgā|He and I recently understood it|||oo1sdohl2ga2
1348||||Ꭶ²Ꭿ²Ꮩ²Ꮣ||ᎦᎯᏙᏓ|gahi:do:da|You one, their father|||ga2hii2doo2da
1349||du:wù:di:tahv̌|Ꮪ²-, Ꮪ²Ꮹ͓-|Ꭴ¹Ꮧ²Ꮤ̣²Ꮂ²³Ꭲ||ᏚᏭᏗᏔᎲᎢ|du:wù:di:tahv̌:ɂi|He drank drinks a while ago|||duu2wuu1dii2ta2hvv23-i
1350|||Ꭴ¹Ꮒ²-|Ᏺ¹Ꮟ²³Ꮜ²||ᏚᏂᏲᏏᏌ|dù:ni:yò:sǐ:sā|They were recently hungry|||duu1nii2yoo1sii23sa2
1351|||Ꭴ¹-, Ꭴ¹Ꮹ͓-|Ꭱ²Ꮕ¹ᏍᏗ||ᎤᏪᏅᏍᏗ|ù:we:nv̀:sdi|For him to go|||uu1wee2nvv1sdi
1352||dé:ji:náó|Ꮥ³Ꮵ²-|Ꮎ̣³Ꭳ³Ꭲ||ᏕᏥᎾᎣᎢ|dé:ji:náó:ɂi|You all usually have flexible things|||dee3jii2na3oo3-i
1353||de:sdi:náó|Ꮥ²ᏍᏗ²-|Ꮎ̣³Ꭳ³Ꭲ||ᏕᏍᏗᎾᎣᎢ|de:sdi:náó:ɂi|You both usually have flexible things|||dee2sdii2na3oo3-i
1354|||Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|Ꮎ̣³Ꭰ||ᎠᎩᎾᎠ|à:gináɂa|I have something flexible|||aa1gi2na3-a
1355|||Ꭲ¹Ꭹ²-|Ꭳ²Ꮅ³ᏍᏗ||ᎢᎪᎵᏍᏗ|ì:go:hlísdi|For all of us to understand it; For him to recognize all of us|||ii1goo2hli3sdi
1356||||Ꭶ̣²Ꮵ²Ꮵ||ᎦᏥᏥ|gaji:ji|I, their mother|||ga2jii2ji
1357|||Ꮪ²-, Ꮪ²Ꮹ͓-|Ꭰ̣²Ꮕ͓Ꮦ³ᏍᏗ||ᏚᏅᏖᏍᏗ|du:nhté:sdi|He will be knowing things|||duu2nhtee3sdi
1358|||Ꮵ̣²-, Ꭶ͓-|Ꭰ̣²Ꮪ²³Ꭹ*||ᏫᎦᏚᎩ|wigaɂdǔ:gi|Let me drink something alcoholic|||wi2ga-2duu23gi
1359||hadǐ:sgó|Ꭿ̣²-|Ꭰ̣²Ꮧ²³ᏍᎪ³Ꭲ||ᎭᏗᏍᎪᎢ|hadǐ:sgó:ɂi|You are often saying|||ha2dii23sgoo3-i
1360|||Ꮳ̣²-|Ꭰ̣²Ꮕ͓Ꮤ||ᏣᏅᏔ|janhta|You know something|||ja2nhta
1361||dé:gù:di:tahv̌|Ꮥ³Ꭹ²-|Ꭴ¹Ꮧ²Ꮤ̣²Ꮂ²³Ꭲ||ᏕᎫᏗᏔᎲᎢ|dé:gù:di:tahv̌:ɂi|All of us drank drinks a while ago|||dee3guu1dii2ta2hvv23-i
1362||dò:gù:di:tahv̌|Ꮩ¹Ꭹ²-|Ꭴ¹Ꮧ²Ꮤ̣²Ꮂ²³Ꭲ||ᏙᎫᏗᏔᎲᎢ|dò:gù:di:tahv̌:ɂi|They and I drank drinks a while ago|||doo1guu1dii2ta2hvv23-i
1363||dù:nù:di:tahv̌|Ꮪ¹Ꮒ²-|Ꭴ¹Ꮧ²Ꮤ̣²Ꮂ²³Ꭲ||ᏚᏄᏗᏔᎲᎢ|dù:nù:di:tahv̌:ɂi|They drank drinks a while ago|||duu1nuu1dii2ta2hvv23-i
1364|||Ꮣ¹Ꭹ̣²-, Ꮣ¹Ꮖ͓-|Ꮎ̣³Ꭱ³ᏍᏗ||ᏓᎩᎾᎡᏍᏗ|dà:gináé:sdi|I will be having flexible things|||daa1gi2na3ee3sdi
1365||de:ginù:di:tahv̌|Ꮥ²Ꭹ̣²Ꮒ²-|Ꭴ¹Ꮧ²Ꮤ̣²Ꮂ²³Ꭲ||ᏕᎩᏄᏗᏔᎲᎢ|de:ginù:di:tahv̌:ɂi|You and I drank drinks a while ago|||dee2gi2nuu1dii2ta2hvv23-i
1366||dò:ginù:di:tahv̌|Ꮩ¹Ꭹ̣²Ꮒ²-|Ꭴ¹Ꮧ²Ꮤ̣²Ꮂ²³Ꭲ||ᏙᎩᏄᏗᏔᎲᎢ|dò:ginù:di:tahv̌:ɂi|He and I drank drinks a while ago|||doo1gi2nuu1dii2ta2hvv23-i
1367||à:gine:hó|Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|Ꮑ²Ꮀ³Ꭲ||ᎠᎩᏁᎰᎢ|à:gine:hó:ɂi|I usually have a liquid|||aa1gi2nee2hoo3-i
1368||à:nohlgó|Ꭰ¹Ꮒ²-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎠᏃᎵᎪᎢ|à:nohlgó:ɂi|They usually understand it; They usually recognize him|||aa1nohl2goo3-i
1369||ì:nohlgó|Ꭲ¹Ꮒ²-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎢᏃᎵᎪᎢ|ì:nohlgó:ɂi|You and I usually understand it|||ii1nohl2goo3-i
1370||ì:dohlgó|Ꭲ¹Ꮧ²-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎢᏙᎵᎪᎢ|ì:dohlgó:ɂi|All of us usually understand it|||ii1dohl2goo3-i
1371|||Ꭴ¹-, Ꭴ¹Ꮹ͓-|Ꭳ²Ꮅ³ᏍᏗ||ᎤᏬᎵᏍᏗ|ù:wo:hlísdi|For him to understand it; For him to recognize him|||uu1woo2hli3sdi
1372||||Ꭹ̣²Ꮒ²Ꮵ||ᎩᏂᏥ|gini:ji|Your one's and my mother|||gi2nii2ji
1373||du:nhtó|Ꮪ²-, Ꮪ²Ꮹ͓-|Ꭰ̣²Ꮕ͓Ꮩ³ɂᎢ||ᏚᏅᏙɂᎢ|du:nhtó:ɂi|He usually knows things|||duu2nhtoo3-i
1374||jadv:hnv̌|Ꮳ̣²-|Ꭰ̣²Ꮫ²Ꮕ²³Ꭲ||ᏣᏛᏅᎢ|jadv:hnv̌:ɂi|You said a while ago|||ja2dvv2hnvv23-i
1375|||Ꮥ²Ꮳ̣²-, Ꮥ²Ꮳ̣²-|Ꭰ̣²Ꮕ͓Ꮦ³ᏍᏗ||ᏕᏣᏅᏖᏍᏗ|de:janhté:sdi|You will be knowing things|||dee2ja2nhtee3sdi
1376||ù:nadv:hnv̌|Ꭴ¹Ꮒ²-|Ꭰ̣²Ꮫ²Ꮕ²³Ꭲ||ᎤᎾᏛᏅᎢ|ù:nadv:hnv̌:ɂi|They said a while ago|||uu1na2dvv2hnvv23-i
1377|||Ꭴ¹-, Ꭴ¹Ꮹ͓-|Ꭰ̣²Ꮕ͓Ꮤ||ᎤᏅᏔ|u:nhta|He knows something|||uu2nhta
1378||||ᏍᎩ̣²Ꮵ||ᏍᎩᏥ|sgiji|You one, my mother|||sgi2ji
1379|||Ꭴ¹Ꮒ²-|Ꭰ̣Ꮨ͓²Ꮧ||ᎤᎾᏘᏗ|ù:natdi|For them to say it|||uu1nat2di
1380||du:nhtv̌|Ꮪ²-, Ꮪ²Ꮹ͓-|Ꭰ̣²Ꮕ͓Ꮫ²³ɂᎢ||ᏚᏅᏛɂᎢ|du:nhtv̌:ɂi|He knew things a while ago|||duu2nhtvv23-i
1381||u:dv:hnv̌|Ꭴ¹-, Ꭴ¹Ꮹ͓-|Ꭰ̣²Ꮫ²Ꮕ²³Ꭲ||ᎤᏛᏅᎢ|u:dv:hnv̌:ɂi|He said a while ago|||uu2dvv2hnvv23-i
1382|||Ꮣ¹Ꭹ̣²-, Ꮣ¹Ꮖ͓-|Ꭰ̣²Ꮕ͓Ꮦ³ᏍᏗ||ᏓᏆᏅᏖᏍᏗ|dà:gwanhté:sdi|I will be knowing things|||daa1gwa2nhtee3sdi
1383||ginadv:hnv̌|Ꭹ̣²Ꮒ²-|Ꭰ̣²Ꮫ²Ꮕ²³Ꭲ||ᎩᎾᏛᏅᎢ|ginadv:hnv̌:ɂi|You and I said a while ago|||gi2na2dvv2hnvv23-i
1384|||Ꭳ¹Ꭹ²-|Ᏺ¹Ꮟ²³Ꮜ²||ᏙᎩᏲᏏᏌ|dò:gi:yò:sǐ:sā|They and I were recently hungry|||doo1gii2yoo1sii23sa2
1385|||Ꭳ¹Ꭹ̣²Ꮒ²-|Ᏺ¹Ꮟ²³Ꮜ²||ᏙᎩᏂᏲᏏᏌ|dò:gini:yò:sǐ:sā|He and I were recently hungry|||doo1gi2nii2yoo1sii23sa2
1386|||Ꭰ̣²-, Ꭶ̣²-|Ꭽ̣²Ꮧ²³Ꮤ||ᏩᎭᏗᏔ|wa:dǐ:ta|Let him drink something|||waa2dii23ta
1387||wò:ji:sdǐ|Ꭳ¹Ꮵ²-|ᏍᏗ²³Ꭶ||ᏬᏥᏍᏗᎦ|wò:ji:sdǐ:ga|Let them and me eat something long|||woo1jii2sdii23ga
1388||wò:sdi:sdǐ|Ꭳ¹ᏍᏗ²-|ᏍᏗ²³Ꭶ||ᏬᏍᏗᏍᏗᎦ|wò:sdi:sdǐ:ga|Let him and me eat something long|||woo1sdii2sdii23ga
1389||dé:gà:ktǒ:stánv̌|Ꮥ³Ꭹ²-|Ꭰ¹Ꭶ͓Ꮩ²³ᏍᏔ̣³Ꮕ²³Ꭲ||ᏕᎦᎦᏙᏍᏔᏅᎢ|dé:gà:ktǒ:stánv̌:ɂi|All of us looked at them (inanimate) a while ago|||dee3gaa1ktoo23sta3nvv23-i
1390||dò:gà:ktǒ:stánv̌|Ꮩ¹Ꭹ²-|Ꭰ¹Ꭶ͓Ꮩ²³ᏍᏔ̣³Ꮕ²³Ꭲ||ᏙᎦᎦᏙᏍᏔᏅᎢ|dò:gà:ktǒ:stánv̌:ɂi|They and I looked at them (inanimate) a while ago|||doo1gaa1ktoo23sta3nvv23-i
1391||dù:nà:ktǒ:stánv̌|Ꮪ¹Ꮒ²-|Ꭰ¹Ꭶ͓Ꮩ²³ᏍᏔ̣³Ꮕ²³Ꭲ||ᏚᎾᎦᏙᏍᏔᏅᎢ|dù:nà:ktǒ:stánv̌:ɂi|They looked at them a while ago|||duu1naa1ktoo23sta3nvv23-i
1392||de:ginà:ktǒ:stánv̌|Ꮥ²Ꭹ̣²Ꮒ²-|Ꭰ¹Ꭶ͓Ꮩ²³ᏍᏔ̣³Ꮕ²³Ꭲ||ᏕᎩᎾᎦᏙᏍᏔᏅᎢ|de:ginà:ktǒ:stánv̌:ɂi|You and I looked at them (inanimate) a while ago|||dee2gi2naa1ktoo23sta3nvv23-i
1393||dò:ginà:ktǒ:stánv̌|Ꮩ¹Ꭹ̣²Ꮒ²-|Ꭰ¹Ꭶ͓Ꮩ²³ᏍᏔ̣³Ꮕ²³Ꭲ||ᏙᎩᎾᎦᏙᏍᏔᏅᎢ|dò:ginà:ktǒ:stánv̌:ɂi|He and I looked at them (inanimate) a while ago|||doo1gi2naa1ktoo23sta3nvv23-i
1394||sdi:go:hv̌|ᏍᏗ²-|Ꭺ²Ꮂ²³Ꭲ||ᏍᏗᎪᎲᎢ|sdi:go:hv̌:ɂi|He saw you both a while ago; You both saw it a while ago|||sdii2goo2hvv23-i
1395||||ᏍᏗ²Ꮩ²Ꮣ||ᏍᏗᏙᏓ|sdi:do:da|Your two's father|||sdii2doo2da
1396|||Ꭹ̣²Ꮒ²-|Ꭰ̣Ꮨ͓²Ꮧ||ᎩᎾᏘᏗ|ginatdi|For you and me to say it|||gi2nat2di
1397||dà:gwanhtó|Ꮣ¹Ꭹ̣²-, Ꮣ¹Ꮖ͓-|Ꭰ̣²Ꮕ͓Ꮩ³ɂᎢ||ᏓᏆᏅᏙɂᎢ|dà:gwanhtó:ɂi|I usually know things|||daa1gwa2nhtoo3-i
1398|||Ꭲ¹Ꭹ²-|Ᏺ¹Ꮟ²³Ꮜ²||ᏕᎩᏲᏏᏌ|dé:gi:yò:sǐ:sā|All of us were recently hungry|||dee3gii2yoo1sii23sa2
1399||du:wá:hli:sahnv̌|Ꮪ²-, Ꮪ²Ꮹ͓-|ɂ³Ꮯ²Ꮜ̣²Ꮕ²³Ꭲ||ꮪꮹᏟᏌᏅᎢ|du:wá:hli:sahnv̌:ɂi|He gathered things a while ago|||duu2waa3hlii2sa2hnvv23-i
