,SYLLABARY,PRONUNCIATION,POS,DEFINITIONS,HFRANCIS LIST VERIFIED,TLW Notes
note,"… ᏫᎬᏩᏑᎵᎪᏤ <u>ᎠᏎᎯᎲᎢ</u>; ᎥᏝᏰᏃ ᎬᏎᎰᎲᏍᏗ ᏱᎨᏎᎢ.
… until that he hath ceased <u>to number</u>, for there is no number.
[ᎼᏏ ᎢᎬᏱᏱ 41:49]",,,,,
,,,,,,
ENTRY,ᎠᏎᎵᏓᏅ,aselida:nv,n,Affadavit.,,
,,,,,,
ENTRY,ᎠᏎᏃ,ase:hno,pt,"Probably.;
But yet.",,
note,"<u>ᎠᏎᏃ</u> ᎪᎯᏉ ᎨᏒ ᏂᎦᏛ ᎤᏚᎵᎭ.
<u>but</u> he will have all now.
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏏᎭ,a:hsiha,vt,He is removing it (something long) from a shelf.,,
,ᏥᏏᎭ,jiʔsiha,,,,
,ᎤᏒᎲᎢ,u:hsvhv̌ʔi,,,,
,ᎠᏏᏍᎪᎢ,a:hsisgóʔi,,,,
,ᎯᏌ,hihsa,,,,
,ᎤᏒᏗ,u:hsvʔdi,,,,
,,,,,,
ENTRY,ᎠᏏᎳᏛᎥᏍᎦ,asiladvʔv:sga,vi,"He is putting up a wire.;
He is wiring.",x,
,ᏥᏏᎳᏛᎥᏍᎦ,jisiladvʔvsga,,,,
,ᎤᏏᎳᏛᏅᎢ,u:siladv:hnv̌ʔi,,,,
,ᎠᏏᎳᏛᎥᏍᎪᎢ,asiladvʔv:sgóʔi,,,,
,ᎯᏏᎳᏛᎥᎦ,hisiladvʔv:ga,,,,
,ᎤᏏᎳᏛᏗ,u:siladv:hdi,,,,
,,,,,,
ENTRY,ᎠᏏᎾᎭ,a:sí:naha,vi,He is skilled.,,
,ᏥᏏᎾᎭ,jisí:naha,,,,
,ᎤᏏᎾᎲᏒᎢ,u:sí:nahvsv̌ʔi,,,,
,ᎠᏏᎾᏍᎪᎢ,a:sí:nasgóʔi,,,,
,ᎯᏏᎾᎲᎯ,hisí:nahvhi,,,,
,ᎤᏏᎾᏒᏍᏗ,u:sí:nasvsdi,,,,
,,,,,,
ENTRY,ᎠᏏᎾᏌᏅᎦ,a:sí:nasanv:ga,vi,He is becoming skilled.,,
,ᏥᏏᎾᏌᏅᎦ,jisí:nasanv:ga,,,,
,ᎤᏏᎾᏌᏅᏨᎢ,u:sí:nasanv:jv̌ʔi,,,,
,ᎠᏏᎾᏌᏅᎪᎢ,a:sí:nasanv:góʔi,,,,
,ᎯᏏᎾᏌᏅᎯ,hisí:nasanvhi,,,,
,ᎤᏏᎾᏌᏅᏗ,u:sí:nasanv:hdi,,,,
note,"ᎠᏎᏃ ᎤᏙᎴᎰᏎ <u>ᎠᏂᏏᎾᏌᏅᎬᎢ</u>, ᎠᎴ ᎯᎠ ᏂᏚᏪᏎᎴᎢ, ᎦᏙᏃ ᎢᏍᎩᏌᏛᎥᏍᎦ?
And he, having perceived <u>their craftiness</u>, said unto them, ‘Why me do ye tempt?
[ᎷᎦ 20:23]",,,,,
,,,,,,
ENTRY,ᎠᏏᏂ,así:hni,vi,He is going there and lying down.,,
,ᎦᏏᏂ,gasí:hni,,,,
,ᎤᏏᏁᏒᎢ,u:sí:hnesv̌ʔi,,,,
,ᎠᏏᏂᏐᎢ,así:hnisóʔi,,,,
,ᎭᏏᏄᎦ,hasí:hnu:ga,,,,
,ᎤᏏᏅᏍᏗ,u:sí:hnvsdi,,,,
,,,,,,
ENTRY,ᎠᏏᏅᏍᏗᎭ,a:sínhvsdiha,vi,He is coaching.,,
,ᏥᏏᏅᏍᏗᎭ,*jisínhvsdiha,,,,
,ᎤᏏᏅᏍᏓᏅᎢ,u:sínhvsdanv̌ʔi,,,,
,ᎠᏏᏅᏍᏗᏍᎪᎢ,a:sínhvsdisgóʔi,,,,
,ᎯᏏᏅᏍᏓ,hisínhvsda,,,,
,ᎤᏏᏅᏍᏙᏗ,u:sínhvsdódi,,,,
,,,,,,
ENTRY,ᎠᏏᏴᎠ,a:hsí:yvʔa,vt,"He is pushing it (something long) aside.;
He is clearing it (something long) away.",x,"Restored ""h"" to root "
,ᏥᏏᏴᎠ,jiʔsí:yvʔa,,,,
,ᎤᏏᏴᎥᎢ,u:hsí:yvʔv̌ʔi,,,,
,ᎠᏏᏴᏍᎪᎢ,a:hsí:yvsgóʔi,,,,
,ᎯᏏᏴᎾ,hihsí:yvna,,,,
,ᎤᏏᏴᏍᏗ,u:hsí:yvsdi,,,,
,,,,,,
ENTRY,ᎠᏐᎣᏅᏗᎭ,a:hsoʔo:hndiha,vt,He is dropping it (something long).,,
,ᏥᏐᎣᏅᏗᎭ,*jiʔsoʔo:hndiha,,,,
,ᎤᏐᎣᏅᏔᏅᎢ,u:hsoʔo:hntanv̌ʔi,,,,
,ᎠᏐᎣᏅᏗᏍᎪᎢ,a:hsoʔo:hndisgóʔi,,,,
,ᎯᏐᎣᏅᏓ,hihsoʔo:hnda,,,,
,ᎤᏐᎣᏅᏙᏗ,u:hsoʔo:hndo:hdi,,,,
,,,,,,
ENTRY,ᎠᏐᎣᏍᎦ,a:hsoʔo:sga,vi,It (something long) is falling.,x,"Restored root to  -hsoʔo- (reinserted ""h"") "
,-,,,,,
,ᎤᏐᎣᏒᎢ,u:hsoʔo:sv̌ʔi,,,,
,ᎠᏐᎣᏍᎪᎢ,a:hsoʔo:sgóʔi,,,,
,ᏩᏐᎣᎯ,wa:hsoʔo:hi,,,,
,ᎤᏐᎣᎯᏍᏗ,u:hsoʔo:hisdi,,,,
,,,,,,
ENTRY,ᎠᏐᎸᏔᏍᎦ,aso:lv:tǎ:hsga,vt,He is raising an arm.,x,
,ᎦᏐᎸᏔᏍᎦ,gaso:lv:tǎ:hsga,,,Franics IMM ends with a,
,ᎤᏐᎸᏔᏅᎢ,u:so:lv:tánv̌ʔi,,,,
,ᎠᏐᎸᏔᏍᎪᎢ,aso:lv:tǎ:hsgóʔi,,,,
,ᎭᏐᎸᏔᎩ,haso:lv:tá:gi,,,,
,ᎤᏐᎸᏘᏗ,u:so:lv:tdi,,,,
,,,,,,
ENTRY,ᎠᏐᏍᏗ,aso:sdi,n,A diaper.,,
,,,,,,
ENTRY,ᎠᏑᎨᎭ,asú:ge:ha,vt,"He is mixing it.;
He is stirring it.",x,
,ᎦᏑᎨᎭ,gasú:ge:ha,,,,
,ᎤᏑᎨᎲᎢ,u:sú:ge:hv̌ʔi,,,,
,ᎠᏑᎨᏍᎪᎢ,asú:ge:sgóʔi,,,,
,ᎭᏑᎬᎵ,hasú:gv:li,,,,
,ᎤᏑᎨᏗ,u:sú:ge:hdi,,,,
note,"… ᏄᎳ ᎭᏛᏅᎢᏍᏓ ᏦᎢ ᎢᏯᏟᎶᎥᎯ ᏩᎾᎨ ᎢᏒ; <u>ᎭᏑᎬᎵ</u>, ᎠᎴ ᏘᏃᏢᏛᎦ.
… 'Hasten three measures of flour-meal, <u>knead</u>, and make cakes;'
[ᎼᏏ ᎢᎬᏱᏱ 18:6]",,,,,
,,,,,,
ENTRY,ᎠᏑᎨᎸᎯ,asu:ge:lvhi,n,Batter.,,
,,,,,,
ENTRY,ᎠᏑᎪᏍᏗ,asu:gosdi,n,Gritter.,,
,,,,,,
ENTRY,ᎠᏑᎳᎩᎠ,asu:lagiʔa,vt,He is taking off his pants.,x,
,ᎦᏑᎳᎩᎠ,gasu:lagiʔa,,,,
,ᎤᏑᎳᎩᏒᎢ,u:su:lagisv̌ʔi,,,,
,ᎠᏑᎳᎩᏍᎪᎢ,asu:lagisgóʔi,,,,
,ᎭᏑᎳᎩ,hasu:lagi,,,,
,ᎤᏑᎳᎩᏍᏗ,u:su:lagisdi,,,,
,,,,,,
ENTRY,ᎠᏑᎴᎭ,a:hsu:leha,vt,He is wiping himself.,x,
,ᎦᏑᎴᎭ,ga:hsu:leha,,,Francis IMM is ᎭᏑᎳ,
,ᎤᏑᎴᎲᎢ,u:hsu:lehv̌ʔi,,,,
,ᎠᏑᎴᏍᎪᎢ,a:hsu:lesgóʔi,,,,
,ᎭᏑᎴᎠ,ha:hsu:lea,,,,
,ᎤᏑᎴᏗ,u:hsu:lhdi,,,,
,,,,,,
ENTRY,ᎠᏑᎴᏙᏗ,asu:hldo:hdi,n,Toilet paper.,,
,,,,,,
ENTRY,ᎠᏑᎵᎠ,asu:liʔa,vt,He is putting on pants.,,
,ᎦᏑᎵᎠ,gasu:liʔa,,,,
,ᎤᏑᎳᏅᎢ,u:su:laʔnv̌ʔi,,,,
,ᎠᏑᎵᏍᎪᎢ,asu:lisgóʔi,,,,
,ᎭᏑᎳᎾ,hasu:laʔna,,,,
,ᎤᏑᎶᏗ,u:su:lo:di,,,,
,,,,,,
ENTRY,ᎠᏑᎶ,a:su:lo,n,A pair of pants.,,
,,,,,,
ENTRY,ᎠᏑᏰᎭ,asúʔye:ha,vt,He is mixing it together.,x,
,ᎦᏑᏰᎭ,gasúʔye:ha,,,,
,ᎤᏑᏰᎲᎢ,u:súʔye:hv̌ʔi,,,,
,ᎠᏑᏰᏍᎪᎢ,asúʔye:sgóʔi,,,,
,ᎭᏑᏴᎵ,hasúʔyv:li,,,,
,ᎤᏑᏰᏗ,u:súʔye:hdi,,,,
,,,,,,
ENTRY,ᎠᏑᏲᎰᏍᎦ,asú:yoho:hsga,vi,He is sliding.,,
,ᎦᏑᏲᎰᏍᎦ,gasú:yoho:hsga,,,,
,ᎤᏑᏲᎰᏒᎢ,u:sú:yohosv̌ʔi,,,,
,ᎠᏑᏲᎰᏍᎪᎢ,asú:yoho:hsgóʔi,,,,
,ᎭᏑᏲᎰᎯ,hasú:yohohi,,,,
,ᎤᏑᏲᎰᏍᏗ,u:sú:yohosdi,,,,
,,,,,,
ENTRY,ᎠᏒᎥᏍᎦ,a:sv́:v:sga,vt,He is putting it (something flexible) up.,x,
,ᏥᏒᎥᏍᎦ,jisv́:v:sga,,,,
,ᎤᏒᏅᎢ,u:sv́:nv̌ʔi,,,,
,ᎠᏒᎥᏍᎪᎢ,a:sv́:v:sgóʔi,,,,
,ᎯᏒᎥᎦ,hisv́:v:ga,,,,
,ᎤᏒᏗ,u:sv́:di,,,,
,,,,,,
ENTRY,ᎠᏒᎾᏔᏍᎦ,a:sv:nata:sga,vt,He is roasting it.,x,
,ᏥᏒᎾᏔᏍᎦ,jisv:nata:sga,,,,
,ᎤᏒᎾᏔᏅᎢ,u:sv:natanv̌ʔi,,,,
,ᎠᏒᎾᏔᏍᎪᎢ,a:sv:nata:sgóʔi,,,,
,ᎯᏒᎾᏔᎦ,hisv:nata:ga,,,,
,ᎤᏒᎾᏘ,u:sv:nati,,,,
,,,,,,
ENTRY,ᎠᏒᏂᎭ,asv́hniha,vt,"He is feeling it.;
He is touching it.",,
,ᎦᏒᏂᎭ,gasv́hniha,,,,
,ᎤᏒᏂᎸᎢ,u:sv́hnilv̌ʔi,,,,
,ᎠᏒᏂᎰᎢ,asv́hnihóʔi,,,,
,ᎭᏒᏂᎦ,hasv́hnga,,,,
,ᎤᏒᏂᏍᏗ,u:sv́hnsdi,,,,
note,"… ᎠᏂᎦᏔᎲ ᎤᏃᏁᎴ ᏅᏧᎵᏍᏙᏔᏅ <u>ᎤᏒᏂᎸᎢ</u> …
… for what cause <u>she touched him</u> declared to him before …
[ᎷᎦ 8:47]",,,,,
,,,,,,
ENTRY,ᎠᏒᏓᏆᎶᏍᏗ,asvdagwalo:sdi,n,Log.,,
,,,,,,
ENTRY,ᎠᏒᏣᏗᎠ,a:sv:hjádiʔa,vt,He is bridging it.,,
,ᏥᏒᏣᏗᎠ,jisv:hjádiʔa,,,,
,ᎤᏒᏣᏛᎢ,u:sv:hjádv̌ʔi,,,,
,ᎠᏒᏣᏗᏍᎪᎢ,a:sv:hjádisgóʔi,,,,
,ᎯᏒᏣᏓ,hisv:hjáda,,,,
,ᎤᏒᏣᏗᏍᏗ,u:sv:hjádisdi,,,,
,,,,,,
ENTRY,ᎠᏒᏨ,asv:jv,n,Bridge.,,
,,,,,,
ENTRY,ᎠᏓ,a:hda,n,"Wood.;
Stick.",,
note,"… ᎠᎴ <u>ᎠᏓ</u> ᎣᏍᏛ ᏚᏝᏕᎢ, ᎠᎴ ᎤᎸᎴ ᎤᏪᏥ ᎡᏏᎩ, ᎠᎴ ᎠᏥᎸ ᎨᎳᏍᏗᏱ ᎤᏢᏁᎢ, <u>ᎠᏓ</u> ᏕᎠᏢ ᎦᏚᎢ.
… and arrangeth <u>the wood</u>, and bindeth Isaac his son, and placeth him upon the altar above <u>the wood</u>;
[ᎼᏏ ᎢᎬᏱᏱ 22:9]",,,,,
,,,,,,
ENTRY,ᎠᏓᎦᏘᏰᎭ,ada:ktiʔye:ha,vt,He is baby sitting.,,
,ᎦᏓᎦᏘᏰᎭ,gada:kdiʔye:ha,,,,
,ᎤᏓᎦᏘᏰᎸᎢ,u:da:ktiʔyeʔlv̌ʔi,,,,
,ᎠᏓᎦᏘᏰᎰᎢ,ada:ktiʔye:hóʔi,,,,
,ᎭᏓᎦᏘᏯ,hada:ktiʔya,,,,
,ᎤᏓᎦᏘᏯᏍᏗ,u:da:ktiʔyasdi,,,,
,,,,,,
ENTRY,ᎠᏓᎨᏗ,ada:ke:hdi,n,"Window pane.;
Mirror.",,
note,"ᎠᎴ ᎠᎩᎪᎲᎩ ᎥᏓᎸ <u>ᎠᏓᎨᏗ</u> ᏗᎬᏩᎸᏌᏛ ᎾᏍᎩᏯᎢ ᎠᏥᎸ ᎤᏓᏑᏱ ᎨᏒᎩ …
and I saw as a sea of <u>glass</u> mingled with fire …
[ᎠᏥᎾᏄᎪᏫᏎᎸᎢ 15:2]",,,,,
,,,,,,
ENTRY,ᎠᏓᎨᏙᏗ,adakedodi,n,Mirror.,,
,,,,,,
ENTRY,ᎠᏓᎪᎾᏙᏗ,adago:nado:di,n,Prize.,,
,,,,,,
ENTRY,ᎠᏓ ᎬᏂᎯᏛ,a:da gvnihi:dv,n,"Cottonwood.;
biol. <em>Populus spp.</em>",,
,,,,,,
ENTRY,ᎠᏓᎯ,ada:hi,n,Young animal from a litter.,,
,,,,,,
ENTRY,ᎠᏓᎯ,adáhi,n,Killer.,,
,,,,,,
ENTRY,ᎠᏓᎳᏒᎯ,ada:hlsvhi,n,A bundle.,,
,,,,,,
ENTRY,ᎠᏓᎳᏒᎲᏍᎦ,a:dáhlsvhv:sga,vt,He is wrapping it.,x,
,ᎦᏓᎳᏒᎲᏍᎦ,ga:dálsvhv:sga,,,Francis has ᎭᏓᎳᏒᎲᎦ IMM,
,ᎤᏓᎳᏒᏅᎢ,u:dáhlsvhnv̌ʔi,,,,
,ᎠᏓᎳᏒᎲᏍᎪᎢ,a:dáhlsvhv:sgóʔi,,,,
,ᎭᏓᎳᏒᏂ,ha:dáhlsvhni,,,,
,ᎤᏓᎳᏒᏗ,u:dáhlsvʔhdi,,,,
,,,,,,
ENTRY,ᎠᏓᎶᏍᏗ,adaʔlo:sdi,n,Constitution.,,
,,,,,,
ENTRY,ᎠᏓᎾᎾᎩᎠ,a:da:nanagíʔa,vi,He is shopping.,x,
,ᎦᏓᎾᎾᎩᎠ,ga:da:nanagíʔa,,,,
,ᎤᏓᎾᎾᎩᏒᎢ,u:da:nanagísv̌ʔi,,,,
,ᎠᏓᎾᎾᎩᏍᎪᎢ,a:da:nanagísgóʔi,,,,
,ᎭᏓᎾᎾᎩ,ha:da:nanagi,,,,
,ᎤᏓᎾᎾᎩᏍᏗ,u:da:nanagísdi,,,,
,,,,,,
ENTRY,ᎠᏓᎾᏅᎢ,a:daʔnanvʔi,n,Store.,,
,,,,,,
ENTRY,ᎠᏓᎾᏫᏗᎭ,a:daná:widi:ha,vi,He is jumping forward.,,
,ᎦᏓᎾᏫᏗᎠ,ga:daná:widiʔa,,,,
,ᎤᏓᎾᏫᏛᎲᎢ,u:daná:widv:hv̌ʔi,,,,
,ᎠᏓᎾᏫᏗᏍᎪᎢ,a:daná:widi:sgóʔi,,,,
,ᎭᏓᎾᏫᏓ,ha:daná:wida,,,,
,ᎤᏓᎾᏫᏘᏗ,u:daná:witdi,,,,
note,"ᎠᏍᎦᏯ, ᏄᏍᎦᏎᏅᎾ <u>ᏥᏭᏓᎾᏫᏛᎮᎢ</u>.
The fearless man <u>jumped</u>.
[King pg 117]",,,,,
,,,,,,
ENTRY,ᎠᏓᎿᏩ ᎤᎾᎵᏍᎩᏍᏗ,ada:hnvwa una:hlsgi:sdi,n,A war dance.,,
,,,,,,
ENTRY,ᎠᏓᏁᎭ,a:da:hne:ha,vt,He is giving it (something solid). (older form of verb),,"CED has a¹hnẹ²ha. King's Classif verbs (both versions) have /:ne/ for the root. No idea about the ""ada-"" prefix/infix here. Given everything else, I believe the punch card was wrong. Or it's an old form. No change 5/9/2022"
,ᎦᏓᏁᎭ,ga:daʔne:ha,,,,
,ᎤᏓᏁᎸᎢ,u:da:hnelv̌ʔi,,,,
,ᎠᏓᏁᎰᎢ,a:da:hne:hóʔi,,,,
,ᎯᎥᏏ,hiʔv:si,,,,
,ᎤᏓᏁᏗ,u:da:hne:hdi,,,,
note,"ᎾᎿ ᎠᏥᎸᎨᎳᏍᏗᏱ ᎯᎯᏯᏍᎨᏍᏗ <u>ᏣᏓᏁᏗ</u> ᎠᎴ ᎭᏓᏅᏍᎨᏍᏗ …
leave there <u>thy gift</u> before the altar, and go …
[ᎷᎦ 5:24]",,,,,
,,,,,,
ENTRY,ᎠᏁᎭ,a:hne:ha,vt,He is giving it (something solid). (alternate),,
,ᎦᏁᎭ,gaʔne:ha,,,,
,ᎤᏁᎸᎢ,u:hnelv̌ʔi,,,,
,ᎠᏁᎰᎢ,a:hne:hóʔi,,,,
,ᎯᎥᏏ,hiʔv:si,,,,
,ᎤᏁᏗ,u:hne:hdi,,,,
,,,,,,
ENTRY,ᎠᏓᏁᎸᎢ,a:da:ne:lvʔi,n,A building.,,
note,"ᎢᎬᏱᏱᏉᏃ <u>ᎠᏓᏁᎸ</u> ᏫᎷᏥᎸ ᎾᏍᎩ ᎦᏁᎸ.
and the first <u>house</u> you come at is his.
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏓᏁᏌᎩᎠ,a:da:hnesagiʔa,vi,"He is conjuring.;
He is witching.",,
,ᎦᏓᏁᏌᎩᎠ,ga:daʔnesagiʔa,,,,
,ᎤᏓᏁᏌᎬᎢ,u:da:hnesagv̌ʔi,,,,
,ᎠᏓᏁᏌᎩᏍᎪᎢ,a:da:hnesagisgóʔi,,,,
,ᎭᏓᏁᏌᎦ,ha:da:hnesaga,,,,
,ᎤᏓᏁᏌᎩᏍᏗ,u:da:hnesagisdi,,,,
,,,,,,
ENTRY,ᎠᏓᏃᏫ,ada:hnowi,n,War.,,
,,,,,,
ENTRY,ᎠᏓᏄᎸᎭ,a:da:nú:lv:ha,vi,He is lazy.,,
,ᎦᏓᏄᎸᎠ,ga:da:nú:lvʔa,,,,
,ᎤᏓᏄᎸᏅᎢ,u:da:nú:lv:hnv̌ʔi,,,,
,ᎠᏓᏄᎸᎰᎢ,a:da:nú:lv:hóʔi,,,,
,ᎭᏓᏄᎸᎦ,ha:da:nú:lv:ga,,,,
,ᎤᏓᏄᎸᎢᏍᏗ,u:da:nú:lvʔi:sdi,,,,
,,,,,,
ENTRY,ᎠᏓᏅᎠ,a:dáʔnvʔa,vt,"He is moving his household from ….;
He is moving house.",x,
,ᎦᏓᏅᎠ,ga:dáʔnvʔa,,,Francis has ᎥᎢ not ᏒᎢ for PAST,
,ᎤᏓᏅᏒᎢ,u:dáʔnv:sv̌ʔi,,,,
,ᎠᏓᏅᏍᎪᎢ,a:dáʔnv:sgóʔi,,,,
,ᎭᏓᏅᎾ,ha:dáʔnv:na,,,,
,ᎤᏓᏅᏍᏗ,u:dáʔnv:sdi,,,,
note,"… ᎯᏄᎪᎢ ᏣᏤᎵᎪᎯ ᎨᏒᎢ, ᎠᎴ ᏣᎪᏏ ᎨᏒ ᎩᏯᏓᏅᏏ, <u>ᎠᎴ ᏣᏙᏓ ᎦᏁᎸ ᎭᏓᏅᎾ</u> …
… 'Go for thyself, from thy land, and from thy kindred, and <u>from the house of thy father</u> …
[ᎼᏏ ᎢᎬᏱᏱ 12:1]",,,,,
,,,,,,
ENTRY,ᎠᏓᏅᏏᏂᏙᎭ,a:da:hnsí:ni:do:ha,vi,He is crawling.,,
,ᎦᏓᏅᏏᏂᏙᎭ,ga:daʔnsí:ni:do:ha,,,,
,ᎤᏓᏅᏏᏂᏙᎸᎢ,u:da:hnsí:ni:doʔlv̌ʔi,,,,
,ᎠᏓᏅᏏᏂᏙᎰᎢ,a:da:hnsí:ni:do:hóʔi,,,,
,ᎭᏓᏅᏏᏂᏓ,ha:da:hnsí:ni:da,,,,
,ᎤᏓᏅᏏᏂᏓᏍᏗ,u:da:hnsí:ni:dasdi,,,,
,,,,,,
ENTRY,ᎠᏓᏅᏖᎭ,a:da:nhte:ha,vi,"He is thinking.;
He is planning.",x,
,ᎦᏓᏅᏖᎭ,ga:danhte:ha,,,Francis has ᎠᏓᏅᏖᏍᎦ for PRC,
,ᎤᏓᏅᏖᎸᎢ,u:da:nhte:hlv̌ʔi,,,,
,ᎠᏓᏅᏖᏍᎪᎢ,a:da:nhte:sgóʔi,,,,
,ᎭᏓᏅᏛᎵ,ha:da:nhtv:li,,,,
,ᎤᏓᏅᏖᏗ,u:da:nhte:hdi,,,,
note,"… ᎠᎴ ᎾᏍᎩ ᏂᎯ <u>ᏣᏓᏅᏖᏗ</u> ᎦᎪ ᎢᏳᏍᏗ ᎨᏒᎢ …
… And for this <u>thou must consider</u> to whom he sent thee …
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏓᏅᏖᏏᎭ,a:da:nté:siha,vi,He is considering.,,
,ᎦᏓᏅᏕᏏᎭ,ga:da:ndʔé:siha,,,,
,-,,,,,
,ᎠᏓᏅᏖᏏᏍᎪᎢ,a:da:nté:sisgóʔi,,,,
,-,,,,,
,-,,,,,
,,,,,,
ENTRY,ᎠᏓᏌᏆᎴᎵ,a:dasagwaléhli,vi,He is rolling along.,,
,ᎦᏓᏌᏆᎴᎵ,ga:dasagwaléhli,,,,
,ᎤᏓᏌᏆᎴᎴᎸᎢ,u:dasagwaléhlelv̌ʔi,,,,
,ᎠᏓᏌᏆᎴᎵᏐᎢ,a:dasagwaléhli:sóʔi,,,,
,ᎭᏓᏌᏆᎴᎦ,ha:dasagwalega,,,,
,ᎤᏓᏌᏆᎴᏍᏗ,u:dasagwalésdi,,,,
,,,,,,
ENTRY,ᎠᏓᏍᏆᎶᏍᏗᎭ,a:da:sgwalo:sdi:ha,vt,He is bumping his head.,,
,ᎦᏓᏍᏆᎶᏍᏗᎠ,ga:da:sgwalo:sdiʔa,,,,
,ᎤᏓᏍᏆᎶᏍᏓᏅᎢ,u:da:sgwalo:sdanv̌ʔi,,,,
,ᎠᏓᏍᏆᎶᏍᏗᏍᎪᎢ,a:da:sgwalo:sdi:sgóʔi,,,,
,ᎭᏓᏍᏆᎶᏍᏓᏂ,ha:da:sgwalo:sdani,,,,
,ᎤᏓᏍᏆᎶᏗ,u:da:sgwalhdi,,,,
,,,,,,
ENTRY,ᎠᏓᏍᏓᏴᏗ,adasda:hydi,n,"Stove.;
Kitchen.",,
note,"ᎯᏍᎩᏁ: ᏑᎨᏓ ᏭᏂᏝᏁ <u>ᎠᏓᏍᏓᏴᏗ</u>.
Fifth: The dough was collected into <u>the stove</u>.
[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ]",,,,,
,,,,,,
ENTRY,ᎠᏓᏍᏕᏓᎵᏴᎡᎭ,a:dasde:daliyvʔe:ha,vt,He is trading.,,
,ᎦᏓᏍᏕᏓᎵᏴᎡᎭ,ga:dasde:daliyvʔe:ha,,,,
,ᎤᏓᏍᏕᏓᎵᏴᎡᎸᎢ,u:dasde:daliyvʔe:lv̌ʔi,,,,
,ᎠᏓᏍᏕᏓᎵᏴᎡᎰᎢ,a:dasde:daliyvʔe:hóʔi,,,,
,ᎭᏓᏍᏕᏓᎵᏴᎢ,ha:dasde:daliyvʔi,,,,
,ᎤᏓᏍᏕᏓᎵᏴᎡᏗ,u:dasde:daliyvʔe:hdi,,,,
,,,,,,
ENTRY,ᎠᏓᏙᎵᏍᏗᎭ,a:dado:li:sdi:ha,vi,He is praying.,,
,ᎦᏓᏙᎵᏍᏗᎠ,ga:dado:li:sdiʔa,,,,
,ᎤᏓᏙᎵᏍᏓᏅᎢ,u:dado:li:sdanv̌ʔi,,,,
,ᎠᏓᏙᎵᏍᏗᏍᎪᎢ,a:dado:li:sdi:sgóʔi,,,,
,ᎭᏓᏙᎵᏍᏓ,ha:dado:li:sda,,,,
,ᎤᏓᏙᎵᏍᏙᏗ,u:dado:li:stdi,,,,
note,"… ᎠᎴ ᎢᏴᏛᎭ <u>ᎠᏓᏙᎵᏍᏗᏍᎬᎩ</u>.
… sometimes <u>praying</u>.
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏓᏙᎵᏍᏗᎭ,a:dato:lsdiha,vt,He is lending.,,
,ᎦᏓᏙᎵᏍᏗᎭ,ga:dadʔo:lsdiha,,,,
,ᎤᏓᏙᎵᏍᏓᏅᎢ,u:dato:lsdanv̌ʔi,,,,
,ᎠᏓᏙᎵᏍᏗᏍᎪᎢ,a:dato:lsdisgóʔi,,,,
,ᎭᏓᏙᎵᏍᏓ,ha:dato:lsda,,,,
,ᎤᏓᏙᎵᏍᏙᏗ,u:dato:lsdo:hdi,,,,
,,,,,,
ENTRY,ᎠᏓᏙᏚᎢᏍᏗᎭ,a:dado:duʔisdi:ha,vi,He is making himself attractive.,,
,ᎦᏓᏙᏚᎢᏍᏗᎠ,ga:dado:duʔisdiʔa,,,,
,ᎤᏓᏙᏚᎢᏍᏓᏅᎢ,u:dado:duʔisdanv̌ʔi,,,,
,ᎠᏓᏙᏚᎢᏍᏗᏍᎪᎢ,a:dado:duʔisdi:sgóʔi,,,,
,ᎭᏓᏙᏚᎢᏍᏓ,ha:dado:duʔisda,,,,
,ᎤᏓᏙᏚᎢᏍᏙᏗ,u:dado:duʔistdi,,,,
,,,,,,
ENTRY,ᎠᏓᏛᏛᎲᏍᎦ,a:datv́:dv:hv:sga,vt,He is asking a question.,x,
,ᎦᏓᏛᏛᎲᏍᎦ,ga:da:tv́:dv:hv:sga,,,,
,ᎤᏓᏛᏛᏅᎢ,u:datv́:dv:hnv̌ʔi,,,,
,ᎠᏓᏛᏛᎲᏍᎪᎢ,a:datv́:dv:hv:sgóʔi,,,,
,ᎭᏓᏛᏛᎲᎦ,ha:datv́:dv:hv:ga,,,,
,ᎤᏓᏛᏗ,u:datv́:hdi,,,,
note,"… ᏧᏁᎶᏗ <u>ᎤᏓᏛᏛᏅᎩ</u> ᎯᎠ ᏄᏪᏒᎩ, ᏝᏍᎪ ᎨᏍᎩᏰᏅᏕᏍᏗ ᏱᎩ ᎯᎠ ᎦᎨᏛ ᏥᎦᎵᏎᎭ ᎤᏛᏅᎩ …
… <em>Christian</em> <u>asked him</u> further If he could not help him off with his Burden that was upon his back …
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏓᏦᏍᏗ,ada:jo:sdi,n,Belt.,,
,,,,,,
