,SYLLABARY,PRONUNCIATION,POS,DEFINITIONS,HFRANCIS LIST VERIFIED,TLW Notes
note,"ᎾᏍᎩᏃ ᎯᎠ ᏂᏚᏪᏎᎸ ᎪᎱᏍᏗ ᏧᏩᎿ <u>ᎤᏂᏍᏆᏂᎪᏒᎩ</u> …
At this his Relations were sore <u>amazed</u> …
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏍᏆᏂᎪᏒᎥᏍᎦ,ạsgwanịgọsṿʔvsga,vi,He is amusing himself.,,
,ᏥᏍᏆᏂᎪᏒᎥᏍᎦ,tsịsgwanịgọsṿʔṿʔsga,,,,
,ᎤᏍᏆᏂᎪᏒᏅᎢ,usgwanịgọsṿʔnv²³ʔi,,,,
,ᎠᏍᏆᏂᎪᏒᎥᏍᎪᎢ,ạsgwanịgọsṿʔvsgo³ʔi,,,,
,ᎯᏍᏆᏂᎪᏒᎥᎦ,hịsgwanịgọsṿʔvga,,,,
,ᎤᏍᏆᏂᎪᏍᏗ,usgwanịgọshdi,,,,
,,,,,,
ENTRY,ᎠᏍᏆᏄᏥᎦ,asgwạnu³tsga,vt,He is kissing (sucking).,x,
,ᏥᏍᏆᏄᏥᎦ,tsịsgwạnu³tsga,,,francis definition VT not VI,
,ᎤᏍᏆᏄᏨᎢ,usgwạnu³tsv²³ʔi,,,,
,ᎠᏍᏆᏄᏥᎪᎢ,asgwạnu³tsgo³ʔi,,,,
,ᎯᏍᏆᏄᏣ,hịsgwạnu³tsa,,,,
,ᎤᏍᏆᏄᏥᏗ,usgwạnu³tsdi,,,,
,,,,,,
ENTRY,ᎠᏍᏇᎵᏰᎠ,asgweli³yẹʔa,vi,He is spelling.,x,
,ᏥᏍᏇᎵᏰᎠ,tsịsgweli³yẹʔa,,,,
,ᎤᏍᏇᎵᏰᎥᎢ,usgweli³yẹʔv²³ʔi,,,,
,ᎠᏍᏇᎵᏰᏍᎪᎢ,asgweli³yẹsgo³ʔi,,,,
,ᎯᏍᏇᎵᏯ,hịsgweli³ya,,,,
,ᎤᏍᏇᎵᏰᏗ,usgweli³yedi,,,,
,,,,,,
ENTRY,ᎠᏍᏇᏚᏍᏗ,ạsgwetụsdi,n,The cap over a stove pipe.,,
,,,,,,
ENTRY,ᎠᏍᏉᏍᎦ,asgwoh³sga,vt,He is craving it.,x,
,ᏥᏍᏉᏍᎦ,tsịsgwoʔ³sga,,,added glottal stop to ᏥᏍᏉᏍᎦ,
,ᎤᏍᏉᏒᎢ,usgwoh³sv²³ʔi,,,to correctly match ᎯᏍᎪᎵ,
,ᎠᏍᏉᏍᎪᎢ,asgwoh³sgo³ʔi,,,,
,ᎯᏍᏉᎵ,hịsgwọ³ʔli,,,,
,ᎤᏍᏉᎯᏍᏗ,usgwọ³hịsdi,,,,
,,,,,,
ENTRY,ᎠᏍᏋᏁᏓ,ạsgwṿneda,n,"False hellebore.;
Indian poke.;
Indian hellebore.;
biol. <em>Veratrum viride.</em>",,
,,,,,,
ENTRY,ᎠᏍᏓᏩᏗ,ahsda³ʔwạdi,vt,He is following.,,hsta./wat  follow > hsta?wat   CK 
,ᏥᏍᏓᏩᏗ,tsịʔsda³ʔwạdi,,,,
,ᎤᏍᏓᏩᏕᏒᎢ,uhsda³ʔwạdẹ³sv²³ʔi,,,,
,ᎠᏍᏓᏩᏗᏐᎢ,ahsda³ʔwạdiso³ʔi,,,,
,ᎯᏍᏓᏩᏚᎦ,hịhsda³ʔwạduga,,,,
,ᎤᏍᏓᏩᏛᏍᏗ,uhsda³ʔwạdṿsdi,,,,
note,"ᎾᏉᏃ ᏮᎤᏨᏒᎩ, ᎠᏴᏃ ᎡᏍᎦ ᏛᎩᎶᏒᎩ; ᏄᏬᎯᏳᎯᏒᎾ <u>ᎤᏍᏓᏩᏛᏒᎩ</u>, ᎠᏴᏃ ᎠᏂ ᎦᎶᎯᏍᏗ ᏙᏛᏊᎪᏔᏅᎩ.
so he went his way, and I came mine: <u>he after</u> Obstinate, and I to this Gate.
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏍᏓᏱ,ạsdayi,adj,"Hard.;
Solid (object).",,
note,"ᎦᎾᏰᎯᏍᏗᏍᎩᏂ ᎨᏒ <u>ᎠᏍᏓᏱᏳ</u> ᎠᎩᎨᎯᏒᎩ …
Fear followed me so <u>hard</u> …
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏍᏓᏱᏗᎠ,asda³ʔyidịʔa,vi,"He is fastening.;
He is making fast.",,
,ᏥᏍᏓᏱᏗᎠ,tsịsda³ʔyidịʔa,,,,
,ᎤᏍᏓᏱᏛᎢ,usda³ʔyidv²³ʔi,,,,
,ᎠᏍᏓᏱᏗᏍᎪᎢ,asda³ʔyidịsgo³ʔi,,,,
,ᎯᏍᏓᏱᏓ,hịsda³ʔyida,,,,
,ᎤᏍᏓᏱᏗᏍᏗ,usda³ʔyidịsdi,,,,
note,"ᎠᏂᏧᏏᏃ ᎾᏍᏉ <u>ᎤᏂᏍᏓᏱᏛᎩ</u>, ᎤᏙᎯᏳᎯ ᎾᏍᎩ ᏄᏍᏗ, ᎤᎾᏛᏅᎩ.
and the Jews also <u>agreed</u>, professing these things to be so.
[ᎨᏥᏅᏏᏛ ᏄᎾᏛᏁᎵᏙᎸᎢ 24:9]",,,,,
,,,,,,
ENTRY,ᎠᏍᏓᏱᏗᎠ,asdạʔyi³dịʔa,vt,"He is strengthening it.;
He is approving it.;
He is signing it.",,
,ᏥᏍᏓᏱᏗᎠ,tsịsdạʔyi³dịʔa,,,,
,ᎤᏍᏓᏱᏛᎢ,usdạʔyi³dv²³ʔi,,,,
,ᎠᏍᏓᏱᏗᏍᎪᎢ,asdạʔyi³dịsgo³ʔi,,,,
,ᎯᏍᏓᏱᏓ,hịsdạʔyi³da,,,,
,ᎤᏍᏓᏱᏗᏍᏗ,usdạʔyi³dịsdi,,,,
note,"… ᎠᎴ ᎩᎶ ᏥᏍᏓᏱᏓ ᎡᎳ <u>ᎠᏍᏓᏱᏗᏍᎪᎢ</u>.
… and to whom He willeth, <u>He doth harden</u>.
[ᎶᎻ 9:18]",,,,,
,,,,,,
ENTRY,ᎠᏍᏓᏲᎯᎭ,asdạyọhịha,vt,He is firing a gun.,,
,ᎦᏍᏓᏲᎯᎭ,gaʔsdạyọhịha,,,,
,ᎤᏍᏓᏲᎸᎢ,usdạyohlv²³ʔi,,,,
,ᎠᏍᏓᏲᎯᎰᎢ,asdạyọhịho³ʔi,,,,
,ᎯᏍᏓᏲᎭᎦ,hịsdạyọhaga,,,,
,ᎤᏍᏓᏲᏍᏗ,usdạyọsdi,,,,
,,,,,,
ENTRY,ᎠᏍᏕᎵᎭ,asde³lịha,vt,He is helping.,,
,ᏥᏍᏕᎵᎭ,tsịsde³lịha,,,,
,ᎤᏍᏕᎸᎲᎢ,usde³lṿhv²³ʔi,,,,
,ᎠᏍᏕᎵᏍᎪᎢ,asde³lịsgo³ʔi,,,,
,ᎯᏍᏕᎳ,hịsde³la,,,,
,ᎤᏍᏕᎵᏗ,usde³hldi,,,,
note,"ᎠᏍᎦᏯ ᎤᎷᏤᎸᎩ, <u>ᎠᏓᏍᏕᎵᏍᎩ</u> ᏧᏙᎢᏛ …
that a man came to him, whose name was <u>Help</u> …
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏍᏕᏲᏎᎭ,ạsdẹyohseha,vt,He is braiding hair.,,
,ᏥᏍᏕᏲᏎᎭ,tsịsdẹyọʔseha,,,,
,ᎤᏍᏕᏲᏎᎸᎢ,usdẹyohsẹlv²³ʔi,,,,
,ᎠᏍᏕᏲᏎᎰᎢ,ạsdẹyohseho³ʔi,,,,
,ᎯᏍᏕᏲᏏ,hịsdẹyohsi,,,,
,ᎤᏍᏕᏲᏎᏗ,usdẹyohsehdi,,,,
,,,,,,
ENTRY,ᎠᏍᏗᎩᎠ,ahsdi³gịʔa,vt,He is eating it (something long).,,"Added intial ""h"" back in to root.  -hsdi:g-"
,ᏥᏍᏗᎩᎠ,tsịʔsdi³gịʔa,,,,
,ᎤᏍᏗᎬᎢ,uhsdi³gʔv²³ʔi,,,,
,ᎠᏍᏗᎩᏍᎪᎢ,ahsdi³gịsgo³ʔi,,,,
,ᎯᏍᏗᎦ,hịhsdi³ga,,,,
,ᎤᏍᏗᎩᏍᏗ,uhsdi³gʔisdi,,,,
note,"ᏚᏯ ᏃᎴ ᏎᎷ <u>ᏓᏍᏗᎩᎠ</u>.
<u>He is eating</u> corn and beans.
[King pg 112]",,,,,
,,,,,,
ENTRY,ᎠᏍᏗᏰᏗᎭ,asdiyedịha,vt,"He is begging him.;
He is persuading him.",,
,ᏥᏍᏗᏰᏗᎭ,tsiʔsdiyedịha,,,,
,ᎤᏍᏗᏰᏔᏅᎢ,usdiyetạnv²³ʔi,,,,
,ᎠᏍᏗᏰᏗᏍᎪᎢ,asdiyedịsgo³ʔi,,,,
,ᎯᏍᏗᏰᏓ,hiʔsdiyeda,,,,
,ᎤᏍᏗᏰᏙᏗ,usdiyedohdi,,,,
note,"… ᎾᏍᎩ <u>ᎠᎩᏍᏗᏰᏔᏅᎩ</u>.
… who <u>persuaded me</u>.
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]","<u>ᏚᏍᏗᏰᏔᏅᎢ</U> Ꮎ ᏓᎦᏏ ᎤᎾᏠᎯᏍᏗ.
<u>He begged them</u> to get off of that turtle. (Spade/Walker 1966) ",,,,
,,,,,,
ENTRY,ᎠᏍᏙᎠ,asdoʔa,vt,"He is pounding it.;
He is grinding it.;
He is churning it.",x,
,ᏥᏍᏙᎠ,tsịsdoʔa,,,,
,ᎤᏍᏙᎥᎢ,usdoʔv²³ʔi,,,,
,ᎠᏍᏙᏍᎪᎢ,asdosgo³ʔi,,,,
,ᎯᏍᏙᏣ,hịsdotsa,,,,
,ᎤᏍᏙᏍᏗ,usdosdi,,,,
note,"ᎠᏂᏔᎵ ᎠᏂᎨᏴ <u>ᎠᏂᏍᏙᏍᎨᏍᏗ ᎠᏍᏙᏍᎩᏱ</u>, ᎠᏏᏴᏫ ᎠᏥᏯᏅᏗ ᎨᏎᏍᏗ ᏐᎢᏃ ᎠᏥᎧᎯᏯᏍᏗ ᎨᏎᏍᏗ.
two women <u>shall be grinding in the mill</u>, one is received, and one is left.
[ᎹᏚ 24:41]",,,,,
,,,,,,
ENTRY,ᎠᏍᏙᏗ,ạsdohdi,n,Door.,,
,,,,,,
ENTRY,ᎠᏍᏙᏰᎭ,asdo³yeha,vt,"He is shaving someone.;
He is cutting someone's hair.",x,
,ᏥᏍᏙᏰᎭ,tsiʔsdo³yeha,,,Francis has ᎯᏍᏙᏯ for IMM,
,ᎤᏍᏙᏰᎲᎢ,usdo³yehv²³ʔi,,,,
,ᎠᏍᏙᏰᏍᎪᎢ,asdo³yesgo³ʔi,,,,
,ᎯᏍᏙᏰᎠ,hiʔsdo³yẹa,,,,
,ᎤᏍᏙᏰᏗ,usdo³yehdi,,,,
,,,,,,
ENTRY,ᎠᏍᏚᎩᎠ,asdụ³giʔa,vt,He is opening a door.,x,
,ᏥᏍᏚᎩᎠ,tsịsdụ³giʔa,,,Francis forms are not the same even same root is shown???,
,ᎤᏍᏚᎩᏒᎢ,usdụ³gịsv²³ʔi,,,,
,ᎠᏍᏚᎩᏍᎪᎢ,asdụ³gisgo³ʔi,,,,
,ᎯᏍᏚᎩ,hịsdụ³gi,,,,
,ᎤᏍᏚᎩᏗ,usdụ³gidi,,,,
,,,,,,
ENTRY,ᎠᏍᏚᎲᏍᎦ,ahsduhvh³sga,vt,"He is shutting it.;
He is closing it.",x,"Added the ""h"" back to the stem as in King's list: -hstuhv/-  Cook has good examples of how these are affected. "
,ᏥᏍᏚᎲᏍᎦ,tsịʔsduhvh³sga,,,,
,ᎤᏍᏚᏅᎢ,uhsduhnv²³ʔi,,,,
,ᎠᏍᏚᎲᏍᎪᎢ,ahsduhvh³sgo³ʔi,,,,
,ᎯᏍᏚᎲᎦ,hịhsduhv³ʔga,,,,
,ᎤᏍᏚᏗ,uhsduhdi,,,,
note,"… ᏞᏍᏗ <u>ᏣᏍᏚᏅᎩ</u> ᎧᏃᎮᏛ ᎠᏙᎴᎰᏒᎯ ᎠᏂ ᎯᎠ ᎪᏪᎵᎯ …
… ‘Thou mayest not <u>seal</u> the words of the prophecy of this scroll …
[ᎠᏥᎾᏄᎪᏫᏎᎸᎢ 22:10]",,,,,
,,,,,,
ENTRY,ᎠᏍᏚᏥᏍᏙᎭ,asdutsịsdoha,vt,He is sprinkling.,,"I've added an /s/ to the stem based on other sources (CWL and Lawrence Panther) that indicate that the root is -sdutsis- in NC. The -do- suffix after the stem emphasizes ""sprinkling around"". The Western cognate is asdudlisdoha. ᏔᎻᎵ "
,ᏥᏍᏚᏥᏍᏙᎭ,tsịsdutsịsdoha,,,,
,ᎤᏍᏚᏥᏍᏙᎸᎢ,usdutsịsdọʔlv²³ʔi,,,,
,ᎠᏍᏚᏥᏍᏙᎰᎢ,asdutsịsdoho³ʔi,,,,
,ᎯᏍᏚᏥᏍᏓ,hịsdutsịsda,,,,
,ᎤᏍᏚᏥᏍᏙᏗ,usdutsịstdi,,,,
,,,,,,
ENTRY,ᎠᏍᏛᎢ,ạsdvʔi,n,"At the edge of.;
End.",,
note,"… ᏧᏗᏱ <u>ᎠᏍᏛ</u> ᏭᎷᏨᎩ ᏦᏓᏂ ᎠᏍᎪᏂᏗᏢ.
… did come to <u>the borders</u> of Judea, beyond the Jordan,
[ᎹᏚ 19:1]",,,,,
,,,,,,
ENTRY,ᎠᏍᏛᎧ,asdv³ka,vi,It is deep.,,
,-,,,,,
,ᎤᏍᏛᏒᎢ,usdv³hsv²³ʔi,,,,
,ᎠᏍᏛᎪᎢ,asdv³ko³ʔi,,,,
,ᏩᏍᏛᎲᎯ,wasdv³hṿhi,,,,
,ᎤᏍᏛᎲᏍᏗ,usdv³hṿsdi,,,,
note,"… ᎤᎵᏏᎩᏃ ᎤᏭᏝᎡ <u>ᎠᏍᏛᎩ</u> …
… and darkness [is] on the face of <u>the deep</u> …
[ᎼᏏ ᎢᎬᏱᏱ 1:2]",,,,,
,,,,,,
ENTRY,ᎠᏍᏛᎪᏍᎦ,asdvgoh³sga,vt,He is scraping (grit corn).,x,
,ᏥᏍᏛᎪᏍᎦ,tsịsdvgoʔ³sga,,,fixed 1st form glottal stop,
,ᎤᏍᏛᎪᏒᎢ,usdvgoh³sv²³ʔi,,,,
,ᎠᏍᏛᎪᏍᎪᎢ,asdvgoh³sgo³ʔi,,,,
,ᎯᏍᏛᎪᎵ,hịsdvgọ³ʔli,,,,
,ᎤᏍᏛᎪᎣᏍᏗ,usdvgọ³ọsdi,,,,
,,,,,,
ENTRY,ᎠᏍᏛᎯᏍᏗᎭ,asdv³hisdịha,vt,He is making it deep.,,
,ᏥᏍᏛᎯᏍᏗᎭ,tsịsdv³hisdịha,,,,
,ᎤᏍᏛᎯᏍᏔᏅᎢ,usdv³histạnv²³ʔi,,,,
,ᎠᏍᏛᎯᏍᏗᏍᎪᎢ,asdv³hisdịsgo³ʔi,,,,
,ᎯᏍᏛᎯᏍᏓ,hịsdv³hisda,,,,
,ᎤᏍᏛᎯᏍᏙᏗ,usdv³hisdohdi,,,,
,,,,,,
ENTRY,ᎠᏍᏛᏁᎦᎵᎭ,ạsdṿnegạliha,vt,He is scalping him.,,
,ᏥᏍᏛᏁᎦᎵᎠ,tsisdṿnegạlịʔa,,,,
,ᎤᏍᏛᏁᎦᎸᎲᎢ,usdṿnegạlvhv²³ʔi,,,,
,ᎠᏍᏛᏁᎦᎵᏍᎪᎢ,ạsdṿnegạlisgo³ʔi,,,,
,ᎯᏍᏛᏁᎦᎳ,hisdṿnegạla,,,,
,ᎤᏍᏛᏁᎦᎵᏗ,usdṿnegahldi,,,,
,,,,,,
ENTRY,ᎠᏍᏛᏍᎦ,astvsga,vi,"He is finishing.;
It is coming to an end.",x,
,ᏥᏍᏛᏍᎦ,tsịstvsga,,,,
,ᎤᏍᏛᏅᎢ,ustṿnv²³ʔi,,,,
,ᎠᏍᏛᏍᎪᎢ,astvsgo³ʔi,,,,
,ᎯᏍᏛᎦ,hịstvga,,,,
,ᎤᏍᏛᏍᏗ,ustvsdi,,,,
,,,,,,
ENTRY,ᎠᏎᎮᎭ,ạsẹ³heha,vt,"He is showing him.;
He is pointing for him.",,
,ᏥᏯᏎᎮᎭ,tsiyạsẹ³heha,,,,
,ᎤᏎᎮᎸᎢ,usẹ³hẹlv²³ʔi,,,,
,ᎠᏎᎮᎰᎢ,ạsẹ³heho³ʔi,,,,
,ᎯᏯᏎᎮᎢᏏ,hịyạsẹ³hẹịsi,,,,
,ᎤᏎᎮᏍᏗ,usẹ³hẹsdi,,,,
note,"ᎠᎵᏣᏙᏂᏙᎯ ᏧᏙᎢᏛ <u>ᎠᏆᏎᎮᎸ</u> …
<u>I am directed by</u> a man, whose name is Evangelist …
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏎᎯᎭ,ạsẹ³hịha,vt,"He is counting.;
He is pointing at him.",,
,"ᏥᏯᏎᎯᎭ, ᎦᏎᎯᎭ","tsiyạsẹ³hịha, gạsẹ³hịha",,,,
,ᎤᏩᏎᎸᎢ,uwạsẹ³hlv²³ʔi,,,,
,ᎠᏎᎯᎰᎢ,ạsẹ³hịho³ʔi,,,,
,"ᎯᏯᏎᎧ, ᎭᏎᎧ","hiyạsẹ³ka, hạsẹ³ka",,,,
,ᎤᏩᏎᏍᏗ,uwạsẹ³sdi,,,,
note,"… ᏫᎬᏩᏑᎵᎪᏤ <u>ᎠᏎᎯᎲᎢ</u>; ᎥᏝᏰᏃ ᎬᏎᎰᎲᏍᏗ ᏱᎨᏎᎢ.
… until that he hath ceased <u>to number</u>, for there is no number.
[ᎼᏏ ᎢᎬᏱᏱ 41:49]",,,,,
,,,,,,
ENTRY,ᎠᏎᎵᏓᏅ,ạsẹlịdanv,n,Affadavit.,,
,,,,,,
ENTRY,ᎠᏎᏃ,ạsehno,pt,"Probably.;
But yet.",,
note,"<u>ᎠᏎᏃ</u> ᎪᎯᏉ ᎨᏒ ᏂᎦᏛ ᎤᏚᎵᎭ.
<u>but</u> he will have all now.
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏏᎭ,ahsịha,vt,He is removing it (something long) from a shelf.,,
,ᏥᏏᎭ,tsịʔsịha,,,,
,ᎤᏒᎲᎢ,uhsṿhv²³ʔi,,,,
,ᎠᏏᏍᎪᎢ,ahsịsgo³ʔi,,,,
,ᎯᏌ,hịhsa,,,,
,ᎤᏒᏗ,uhsvʔdi,,,,
,,,,,,
ENTRY,ᎠᏏᎳᏛᎥᏍᎦ,ạsịlạdvʔvsga,vi,"He is putting up a wire.;
He is wiring.",x,
,ᏥᏏᎳᏛᎥᏍᎦ,tsịsịlạdvʔṿsga,,,,
,ᎤᏏᎳᏛᏅᎢ,usịlạdvhnv²³ʔi,,,,
,ᎠᏏᎳᏛᎥᏍᎪᎢ,ạsịlạdvʔvsgo³ʔi,,,,
,ᎯᏏᎳᏛᎥᎦ,hịsịlạdvʔvga,,,,
,ᎤᏏᎳᏛᏗ,usịlạdvhdi,,,,
,,,,,,
ENTRY,ᎠᏏᎾᎭ,asi³nạha,vi,He is skilled.,,
,ᏥᏏᎾᎭ,tsịsi³nạha,,,,
,ᎤᏏᎾᎲᏒᎢ,usi³nạhṿsv²³ʔi,,,,
,ᎠᏏᎾᏍᎪᎢ,asi³nạsgo³ʔi,,,,
,ᎯᏏᎾᎲᎯ,hịsi³nạhṿhi,,,,
,ᎤᏏᎾᏒᏍᏗ,usi³nạsṿsdi,,,,
,,,,,,
ENTRY,ᎠᏏᎾᏌᏅᎦ,asi³nạsạnvga,vi,He is becoming skilled.,,
,ᏥᏏᎾᏌᏅᎦ,tsịsi³nạsạnvga,,,,
,ᎤᏏᎾᏌᏅᏨᎢ,usi³nạsạnvtsv²³ʔi,,,,
,ᎠᏏᎾᏌᏅᎪᎢ,asi³nạsạnvgo³ʔi,,,,
,ᎯᏏᎾᏌᏅᎯ,hịsi³nạsạnṿhi,,,,
,ᎤᏏᎾᏌᏅᏗ,usi³nạsạnvhdi,,,,
note,"ᎠᏎᏃ ᎤᏙᎴᎰᏎ <u>ᎠᏂᏏᎾᏌᏅᎬᎢ</u>, ᎠᎴ ᎯᎠ ᏂᏚᏪᏎᎴᎢ, ᎦᏙᏃ ᎢᏍᎩᏌᏛᎥᏍᎦ?
And he, having perceived <u>their craftiness</u>, said unto them, ‘Why me do ye tempt?
[ᎷᎦ 20:23]",,,,,
,,,,,,
ENTRY,ᎠᏏᏂ,ạsi³hni,vi,He is going there and lying down.,,
,ᎦᏏᏂ,gạsi³hni,,,,
,ᎤᏏᏁᏒᎢ,usi³hnẹsv²³ʔi,,,,
,ᎠᏏᏂᏐᎢ,ạsi³hnịso³ʔi,,,,
,ᎭᏏᏄᎦ,hạsi³hnuga,,,,
,ᎤᏏᏅᏍᏗ,usi³hnṿsdi,,,,
,,,,,,
ENTRY,ᎠᏏᏅᏍᏗᎭ,asị³nhṿsdịha,vi,He is coaching.,,
,ᏥᏏᏅᏍᏗᎭ,tsịsị³nhṿsdịha,,,,
,ᎤᏏᏅᏍᏓᏅᎢ,usị³nhṿsdạnv²³ʔi,,,,
,ᎠᏏᏅᏍᏗᏍᎪᎢ,asị³nhṿsdịsgo³ʔi,,,,
,ᎯᏏᏅᏍᏓ,hịsị³nhṿsda,,,,
,ᎤᏏᏅᏍᏙᏗ,usị³nhṿsdọ³di,,,,
,,,,,,
ENTRY,ᎠᏏᏴᎠ,ahsi³yṿʔa,vt,"He is pushing it (something long) aside.;
He is clearing it (something long) away.",x,"Restored ""h"" to root "
,ᏥᏏᏴᎠ,tsịʔsi³yṿʔa,,,,
,ᎤᏏᏴᎥᎢ,uhsi³yṿʔv²³ʔi,,,,
,ᎠᏏᏴᏍᎪᎢ,ahsi³yṿsgo³ʔi,,,,
,ᎯᏏᏴᎾ,hịhsi³yṿna,,,,
,ᎤᏏᏴᏍᏗ,uhsi³yṿsdi,,,,
,,,,,,
ENTRY,ᎠᏐᎣᏅᏗᎭ,ahsọʔohndịha,vt,He is dropping it (something long).,,
,ᏥᏐᎣᏅᏗᎭ,tsịʔsọʔohndịha,,,,
,ᎤᏐᎣᏅᏔᏅᎢ,uhsọʔohntạnv²³ʔi,,,,
,ᎠᏐᎣᏅᏗᏍᎪᎢ,ahsọʔohndịsgo³ʔi,,,,
,ᎯᏐᎣᏅᏓ,hịhsọʔohnda,,,,
,ᎤᏐᎣᏅᏙᏗ,uhsọʔohndohdi,,,,
,,,,,,
ENTRY,ᎠᏐᎣᏍᎦ,ahsọʔosga,vi,It (something long) is falling.,x,"Restored root to  -hsoʔo- (reinserted ""h"") "
,-,,,,,
,ᎤᏐᎣᏒᎢ,uhsọʔosv²³ʔi,,,,
,ᎠᏐᎣᏍᎪᎢ,ahsọʔosgo³ʔi,,,,
,ᏩᏐᎣᎯ,wahsọʔohi,,,,
,ᎤᏐᎣᎯᏍᏗ,uhsọʔohịsdi,,,,
,,,,,,
ENTRY,ᎠᏐᎸᏔᏍᎦ,ạsolvtah³sga,vt,He is raising an arm.,x,
,ᎦᏐᎸᏔᏍᎦ,gạsolvtah³sga,,,Franics IMM ends with a,
,ᎤᏐᎸᏔᏅᎢ,usolvtạ³nv²³ʔi,,,,
,ᎠᏐᎸᏔᏍᎪᎢ,ạsolvtah³sgo³ʔi,,,,
,ᎭᏐᎸᏔᎩ,hạsolvta³gi,,,,
,ᎤᏐᎸᏘᏗ,usolvtdi,,,,
,,,,,,
ENTRY,ᎠᏐᏍᏗ,ạsosdi,n,A diaper.,,
,,,,,,
ENTRY,ᎠᏑᎨᎭ,ạsu³geha,vt,"He is mixing it.;
He is stirring it.",x,
,ᎦᏑᎨᎭ,gạsu³geha,,,,
,ᎤᏑᎨᎲᎢ,usu³gehv²³ʔi,,,,
,ᎠᏑᎨᏍᎪᎢ,ạsu³gesgo³ʔi,,,,
,ᎭᏑᎬᎵ,hạsu³gvli,,,,
,ᎤᏑᎨᏗ,usu³gehdi,,,,
note,"… ᏄᎳ ᎭᏛᏅᎢᏍᏓ ᏦᎢ ᎢᏯᏟᎶᎥᎯ ᏩᎾᎨ ᎢᏒ; <u>ᎭᏑᎬᎵ</u>, ᎠᎴ ᏘᏃᏢᏛᎦ.
… 'Hasten three measures of flour-meal, <u>knead</u>, and make cakes;'
[ᎼᏏ ᎢᎬᏱᏱ 18:6]",,,,,
,,,,,,
ENTRY,ᎠᏑᎨᎸᎯ,ạsugelṿhi,n,Batter.,,
,,,,,,
ENTRY,ᎠᏑᎪᏍᏗ,ạsugọsdi,n,Gritter.,,
,,,,,,
ENTRY,ᎠᏑᎳᎩᎠ,ạsulạgịʔa,vt,He is taking off his pants.,x,
,ᎦᏑᎳᎩᎠ,gạsulạgịʔa,,,,
,ᎤᏑᎳᎩᏒᎢ,usulạgịsv²³ʔi,,,,
,ᎠᏑᎳᎩᏍᎪᎢ,ạsulạgịsgo³ʔi,,,,
,ᎭᏑᎳᎩ,hạsulạgi,,,,
,ᎤᏑᎳᎩᏍᏗ,usulạgịsdi,,,,
,,,,,,
ENTRY,ᎠᏑᎴᎭ,ahsulẹha,vt,He is wiping himself.,x,
,ᎦᏑᎴᎭ,gahsulẹha,,,Francis IMM is ᎭᏑᎳ,
,ᎤᏑᎴᎲᎢ,uhsulẹhv²³ʔi,,,,
,ᎠᏑᎴᏍᎪᎢ,ahsulẹsgo³ʔi,,,,
,ᎭᏑᎴᎠ,hahsulẹa,,,,
,ᎤᏑᎴᏗ,uhsulhdi,,,,
,,,,,,
ENTRY,ᎠᏑᎴᏙᏗ,ạsuhldohdi,n,Toilet paper.,,
,,,,,,
ENTRY,ᎠᏑᎵᎠ,ạsulịʔa,vt,He is putting on pants.,,
,ᎦᏑᎵᎠ,gạsulịʔa,,,,
,ᎤᏑᎳᏅᎢ,usulạʔnv²³ʔi,,,,
,ᎠᏑᎵᏍᎪᎢ,ạsulịsgo³ʔi,,,,
,ᎭᏑᎳᎾ,hạsulạʔna,,,,
,ᎤᏑᎶᏗ,usulodi,,,,
,,,,,,
ENTRY,ᎠᏑᎶ,asulo,n,A pair of pants.,,
,,,,,,
ENTRY,ᎠᏑᏰᎭ,ạsụ³ʔyeha,vt,He is mixing it together.,x,
,ᎦᏑᏰᎭ,gạsụ³ʔyeha,,,,
,ᎤᏑᏰᎲᎢ,usụ³ʔyehv²³ʔi,,,,
,ᎠᏑᏰᏍᎪᎢ,ạsụ³ʔyesgo³ʔi,,,,
,ᎭᏑᏴᎵ,hạsụ³ʔyvli,,,,
,ᎤᏑᏰᏗ,usụ³ʔyehdi,,,,
,,,,,,
ENTRY,ᎠᏑᏲᎰᏍᎦ,ạsu³yọhohsga,vi,He is sliding.,,
,ᎦᏑᏲᎰᏍᎦ,gạsu³yọhohsga,,,,
,ᎤᏑᏲᎰᏒᎢ,usu³yọhọsv²³ʔi,,,,
,ᎠᏑᏲᎰᏍᎪᎢ,ạsu³yọhohsgo³ʔi,,,,
,ᎭᏑᏲᎰᎯ,hạsu³yọhọhi,,,,
,ᎤᏑᏲᎰᏍᏗ,usu³yọhọsdi,,,,
,,,,,,
ENTRY,ᎠᏒᎥᏍᎦ,asv³vsga,vt,He is putting it (something flexible) up.,x,
